#command,param1,param2,param3,param4,
#,
print,常盤台中学 Chapter2,
control,1,
bgm,stop,
stage,003003001,,,,
bgm,play,30010008,1,,
chara,4000102,御坂 美琴,17,
chara,5000101,白井 黒子,14,
place,白井 黒子,御坂 美琴,
+御坂 美琴.fade,out,0.1,
+白井 黒子.fade,out,0.1,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
白井 黒子.fade,in,0.5,
+talk,1,白井 黒子,,,
+talk,show,1,
御坂 美琴.fade,in,0.5,
+talk,2,御坂 美琴,,,
talk,3,白井 黒子,,,
talk,4,御坂 美琴,,,
talk,5,白井 黒子,,,
talk,6,御坂 美琴,,,
talk,7,白井 黒子,,,
talk,8,御坂 美琴,,,
talk,9,御坂 美琴,,,
talk,10,御坂 美琴,,,
talk,11,白井 黒子,,,
talk,12,白井 黒子,,,
talk,13,御坂 美琴,,,
talk,14,白井 黒子,,,
talk,15,御坂 美琴,,,
talk,16,白井 黒子,,,
talk,17,白井 黒子,,,
+bgm,play,30010011,1,,
talk,18,白井 黒子,,,
talk,19,御坂 美琴,,,
talk,20,白井 黒子,,,
talk,21,白井 黒子,,,
talk,22,御坂 美琴,,,
talk,23,御坂 美琴,,,
talk,24,御坂 美琴,,,
talk,25,白井 黒子,,,
talk,26,御坂 美琴,,,
talk,27,白井 黒子,,,
+bgm,stop,
talk,28,白井 黒子,,,
+bgm,play,30010005,1,,
talk,29,御坂 美琴,,,
talk,30,白井 黒子,,,
talk,31,白井 黒子,,,
talk,32,御坂 美琴,,,
talk,33,白井 黒子,,,
talk,34,御坂 美琴,,,
talk,35,白井 黒子,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








