#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020719,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010003,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,,,,,
#,,,,,
talk,1,初春 飾利,,,
+talk,show,1,
#,,,,,
talk,2,佐天 涙子,,,
talk,3,初春 飾利,,,
#,,,,,
talk,4,佐天 涙子,,,
talk,5,初春 飾利,,,
talk,6,佐天 涙子,,,
#,,,,,
image,100020719,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,7,佐天 涙子,,,
talk,8,初春 飾利,,,
talk,9,佐天 涙子,,,
talk,10,初春 飾利,,,
talk,11,佐天 涙子,,,
#,,,,,
talk,12,佐天たち,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
image,100020719,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
bgm,stop,,,,
wait,1,
bgm,play,30010001,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,13,御坂 美琴,,,
+talk,show,1,
#,,,,,
talk,14,御坂 美琴,,,
#,,,,,
talk,15,御坂 美琴,,,
#,,,,,
talk,16,御坂 美琴,,,
#,,,,,
talk,17,御坂 美琴,,,
#,,,,,
talk,18,御坂 美琴,,,
#,,,,,
image,100020719,4,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
wait,1,
+se,play,300700000750,,,
talk,19,御坂 美琴,,,
#,,,,,
bgm,stop,,,,
image,100020719,5,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
bgm,play,30010005,,,
wait,1,
talk,20,上条 当麻,,,
#,,,,,
talk,21,御坂 美琴,,,
#,,,,,
image,100020719,6,シーン06,
シーン06.fade,in,0.5,
シーン05.fade,out,0.1,
wait,1,
talk,22,御坂 美琴,,,
talk,23,上条 当麻,,,
#,,,,,
talk,24,御坂 美琴,,,
talk,25,上条 当麻,,,
#,,,,,
image,100020719,7,シーン07,
シーン07.fade,in,0.5,
シーン06.fade,out,0.1,
wait,1,
talk,26,上条 当麻,,,
#,,,,,
talk,27,上条 当麻,,,
#,,,,,
image,100020719,8,シーン08,
シーン08.fade,in,0.5,
シーン07.fade,out,0.1,
wait,1,
talk,28,御坂 美琴,,,
#,,,,,
talk,29,上条 当麻,,,
#,,,,,
talk,30,上条 当麻,,,
#,,,,,
talk,31,御坂 美琴,,,
talk,32,上条 当麻,,,
#,,,,,
talk,33,御坂 美琴,,,
#,,,,,
image,100020719,9,シーン09,
シーン09.fade,in,0.5,
シーン08.fade,out,0.1,
wait,1,
talk,34,御坂 美琴,,,
#,,,,,
talk,35,御坂 美琴,,,
#,,,,,
image,100020719,10,シーン10,
シーン10.fade,in,0.5,
シーン09.fade,out,0.1,
wait,1,
talk,36,御坂 美琴,,,
#,,,,,
talk,37,御坂 美琴,,,
#,,,,,
image,100020719,11,シーン11,
シーン11.fade,in,0.5,
シーン10.fade,out,0.1,
wait,1,
talk,38,御坂 美琴,,,
talk,39,上条 当麻,,,
#,,,,,
bgm,stop,,,,
image,100020719,12,シーン12,
シーン12.fade,in,0.5,
シーン11.fade,out,0.1,
bgm,play,30010006,,,
wait,1,
talk,40,上条 当麻,,,
talk,41,御坂 美琴,,,
#,,,,,
bgm,stop,,,,
image,100020719,13,シーン13,
シーン13.fade,in,0.5,
シーン12.fade,out,0.1,
bgm,play,30010003,,,
wait,1,
+se,play,300200000022,,,
talk,42,上条 当麻,,,
talk,43,御坂 美琴,,,
#,,,,,
talk,44,御坂 美琴,,,
#,,,,,
image,100020719,14,シーン14,
シーン14.fade,in,0.5,
シーン13.fade,out,0.1,
wait,1,
talk,45,御坂 美琴,,,
talk,46,上条 当麻,,,
#,,,,,
talk,47,御坂 美琴,,,
#,,,,,
talk,48,御坂 美琴,,,
#,,,,,
talk,49,御坂 美琴,,,
#,,,,,
bgm,stop,,,,
image,100020719,15,シーン15,
シーン15.fade,in,0.5,
シーン14.fade,out,0.1,
bgm,play,30010022,,,
wait,1,
talk,50,上条 当麻,,,
#,,,,,
talk,show,0,
image,100020719,16,シーン16,
シーン16.fade,in,0.5,
シーン15.fade,out,0.1,
wait,2,
se,play,300700000590,,,
image,100020719,17,シーン17,
シーン17.fade,in,0.5,
シーン16.fade,out,0.1,
wait,1,
+se,play,300200000102,,,
talk,51,白井 黒子,,,
+talk,show,1,
#,,,,,
image,100020719,18,シーン18,
シーン18.fade,in,0.5,
シーン17.fade,out,0.1,
wait,1,
+シーン02.shake,"(0.10,0)","(10,0)",1,
talk,52,白井 黒子,,,
#,,,,,
talk,53,白井 黒子,,,
#,,,,,
talk,54,白井 黒子,,,
#,,,,,
image,100020719,19,シーン19,
シーン19.fade,in,0.5,
シーン18.fade,out,0.1,
wait,1,
talk,55,御坂 美琴,,,
talk,56,白井 黒子,,,
#,,,,,
talk,57,白井 黒子,,,
#,,,,,
talk,58,御坂 美琴,,,
talk,59,御坂 美琴,,,
talk,60,白井 黒子,,,
#,,,,,
image,100020719,20,シーン20,
シーン20.fade,in,0.5,
シーン19.fade,out,0.1,
wait,1,
talk,61,白井 黒子,,,
#,,,,,
image,100020719,21,シーン21,
シーン21.fade,in,0.5,
シーン20.fade,out,0.1,
wait,1,
talk,62,御坂 美琴,,,
#,,,,,
image,100020719,22,シーン22,
シーン22.fade,in,0.5,
シーン21.fade,out,0.1,
wait,1,
talk,63,白井 黒子,,,
#,,,,,
image,100020719,23,シーン23,
シーン23.fade,in,0.5,
シーン22.fade,out,0.1,
wait,1,
+se,play,300200000102,,,
talk,64,白井 黒子,,,
#,,,,,
image,100020719,24,シーン24,
シーン24.fade,in,0.5,
シーン23.fade,out,0.1,
wait,1,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
