#command,param1,param2,param3,param4,
#,
stage,018001001,,,,
control,1,
bgm,stop,
chara,81000101,フロリス,10,
chara,82000101,ベイロープ,13,
chara,80000101,レッサー,10,
chara,83000101,ランシス,17,
place,フロリス,ベイロープ,レッサー,ランシス,
+ランシス.fade,out,0.1,
+ベイロープ.fade,out,0.1,
+フロリス.fade,out,0.1,
+レッサー.fade,in,0.1,
+focus,on,レッサー,
+talk,start,
+talk,show,0,
wait,0.5,
bgm,play,30010001,,,
fade,in,1,#000000,0,
talk,show,1,
+talk,1,レッサー,,,
talk,2,フロリス,,,
+フロリス.fade,in,0.5,
talk,3,レッサー,,,
talk,4,レッサー,,,
talk,5,ランシス,,,
+ランシス.fade,in,0.5,
talk,6,ランシス,,,
talk,7,レッサー,,,
talk,8,ベイロープ,,,
+ベイロープ.fade,in,0.5,
talk,9,レッサー,,,
talk,10,ベイロープ,,,
talk,11,フロリス,,,
talk,12,レッサー,,,
talk,13,レッサー,,,
talk,14,フロリス,,,
talk,15,レッサー,,,
talk,16,ランシス,,,
talk,17,レッサー,,,
talk,18,レッサー,,,
talk,19,ベイロープ,,,
talk,20,レッサー,,,
talk,21,フロリス,,,
talk,22,フロリス,,,
talk,23,レッサー,,,
talk,24,ランシス,,,
talk,25,ベイロープ,,,
talk,26,レッサー,,,
talk,27,レッサー,,,
talk,28,レッサー,,,
talk,29,フロリス,,,
talk,30,ランシス,,,
talk,31,レッサー,,,
talk,32,ベイロープ,,,
talk,33,レッサー,,,
talk,34,フロリス,,,
talk,35,ランシス,,,
talk,36,ベイロープ,,,
talk,37,レッサー,,,
talk,38,ベイロープ,,,
talk,39,フロリス,,,
talk,40,ランシス,,,
talk,41,ベイロープ,,,
talk,42,レッサー,,,
wait,1,
talk,show,0,
+ランシス.fade,out,0.5,
+ベイロープ.fade,out,0.5,
+フロリス.fade,out,0.5,
+bgm,stop,
+se,play,300200000062,,,
wait,2,
レッサー.fade,out,0.5,
place,レッサー,
+レッサー.fade,in,0.5,
talk,43,レッサー,,,
+talk,show,1,
talk,44,レッサー,,,
+レッサー.shake,"(0.10,0)","(10,0)",1,
+bgm,play,30010022,,,
talk,45,レッサー,,,
talk,46,レッサー,,,
talk,47,レッサー,,,
talk,48,レッサー,,,
talk,49,レッサー,,,
talk,50,レッサー,,,
talk,51,レッサー,,,
talk,52,レッサー,,,
talk,53,レッサー,,,
talk,54,レッサー,,,
talk,55,レッサー,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
