#command,param1,param2,param3,param4,
#,
stage,7017001,,,,
control,1,
bgm,stop,
chara,19000401,フレンダ,17,
chara,20000401,滝壺 理后,10,
chara,11000401,麦野 沈利,12,
chara,18000401,絹旗 最愛,10,
place,絹旗 最愛,フレンダ,滝壺 理后,麦野 沈利,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+focus,on,フレンダ,
bgm,play,30010003,,,
wait,0.5,
talk,1,フレンダ,,,
+talk,show,1,
talk,2,滝壺 理后,,,
talk,3,絹旗 最愛,,,
talk,4,麦野 沈利,,,
talk,5,フレンダ,,,
talk,6,絹旗 最愛,,,
talk,7,麦野 沈利,,,
talk,8,フレンダ,,,
talk,9,麦野 沈利,,,
talk,10,フレンダ,,,
talk,11,フレンダ,,,
talk,12,滝壺 理后,,,
talk,13,フレンダ,,,
talk,14,フレンダ,,,
wait,0.5,
talk,15,麦野 沈利,,,
talk,16,フレンダ,,,
talk,17,フレンダ,,,
+se,play,300300000341,,,
bgm,play,30010006,,,
talk,18,絹旗 最愛,,,
+絹旗 最愛.shake,"(0.10,0)","(10,0)",1,
talk,19,フレンダ,,,
+se,play,300300000341,,,
talk,20,絹旗 最愛,,,
+se,play,300300000341,,,
talk,21,フレンダ,,,
+フレンダ.shake,"(0.10,0)","(10,0)",1,
talk,22,絹旗 最愛,,,
+se,play,300300000341,,,
talk,23,フレンダ,,,
talk,24,絹旗 最愛,,,
+se,play,300300000341,,,
talk,25,フレンダ,,,
talk,26,絹旗 最愛,,,
+se,play,300300000340,,,
talk,27,滝壺 理后,,,
talk,28,麦野 沈利,,,
talk,29,フレンダ,,,
se,play,300300000341,,,
bgm,stop,
talk,30,麦野 沈利,,,
+stage.shake,"(0.10,0)","(10,0)",1,
bgm,play,30010005,,,
talk,31,フレンダ,,,
talk,32,麦野 沈利,,,
talk,33,絹旗 最愛,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
