#command,param1,param2,param3,param4,
#,
control,1,
stage,2003001,,,,
bgm,stop,
chara,1000201,上条 当麻,14,
chara,132000701,ミナ,10,
chara,45001901,オティヌス,10,
+attach,オティヌス,上条 当麻,
+place,ミナ,上条 当麻,
+focus,on,上条 当麻,
bgm,play,30010008,,,
fade,in,1,#000000,0,
+talk,start,,,,
+talk,show,0,
wait,1,
talk,1,上条 当麻,,,
+talk,show,1,
talk,2,ミナ,,,
talk,3,上条 当麻,,,
talk,4,ミナ,,,
talk,5,上条 当麻,,,
talk,6,上条 当麻,,,
talk,7,ミナ,,,
talk,8,上条 当麻,,,
talk,9,ミナ,,,
talk,10,上条 当麻,,,
talk,11,上条 当麻,,,
talk,12,ミナ,,,
talk,13,上条 当麻,,,
talk,14,上条 当麻,,,
talk,15,上条 当麻,,,
talk,16,ミナ,,,
talk,17,上条 当麻,,,
talk,18,上条 当麻,,,
se,play,300800000110,,,
talk,19,ミナ,,,
wait,1,
talk,20,上条 当麻,,,
+上条 当麻.shake,"(0.10,0)","(10,0)",1,
talk,21,上条 当麻,,,
talk,22,オティヌス,,,
talk,23,上条 当麻,,,
talk,24,ミナ,,,
talk,25,上条 当麻,,,
talk,26,上条 当麻,,,
talk,27,ミナ,,,
talk,28,上条 当麻,,,
talk,29,ミナ,,,
wait,1,
bgm,stop,
se,play,300200000012,,,
+ミナ.move,0,4,1,
+ミナ.fade,out,0.5,
+talk,show,0,,,
+focus,on,ミナ,
wait,2,
上条 当麻.fade,out,0.5,
+オティヌス.fade,out,0.5,
bgm,play,30010001,,,
talk,30,上条 当麻,,,
+talk,show,1,
+上条 当麻.fade,in,0.5,
+オティヌス.fade,in,0.5,
+place,上条 当麻,
talk,31,上条 当麻,,,
talk,32,上条 当麻,,,
+上条 当麻.shake,"(0.10,0)","(10,0)",1,
talk,33,オティヌス,,,
talk,34,上条 当麻,,,
talk,35,オティヌス,,,
talk,36,上条 当麻,,,
talk,37,上条 当麻,,,
talk,38,オティヌス,,,
talk,39,上条 当麻,,,
talk,40,オティヌス,,,
talk,41,上条 当麻,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
