#command,param1,param2,param3,param4,
#,
control,1,
stage,7007001,,,,
bgm,stop,,,,
chara,25000901,神裂 火織,10,
chara,2002201,インデックス,12,
+place,神裂 火織,
+focus,on,神裂 火織,
bgm,play,30010003,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,神裂 火織,,,
+talk,show,1,
talk,2,神裂 火織,,,
talk,3,神裂 火織,,,
talk,4,神裂 火織,,,
talk,5,神裂 火織,,,
bgm,stop,,,,
talk,show,0,
+神裂 火織.fade,out,0.5,
+インデックス.fade,out,0.5,
place,神裂 火織,インデックス,
+神裂 火織.fade,in,0.5,
+インデックス.fade,in,0.5,
+focus,on,インデックス,
bgm,play,30010006,,,
wait,1,
talk,6,インデックス,,,
+talk,show,1,
talk,7,神裂 火織,,,
talk,8,神裂 火織,,,
talk,9,インデックス,,,
talk,10,神裂 火織,,,
talk,11,インデックス,,,
bgm,stop,,,,
talk,12,神裂 火織,,,
bgm,play,30010003,,,
talk,13,神裂 火織,,,
talk,14,インデックス,,,
talk,15,インデックス,,,
talk,16,インデックス,,,
talk,17,神裂 火織,,,
talk,18,神裂 火織,,,
talk,19,神裂 火織,,,
talk,20,インデックス,,,
talk,21,インデックス,,,
talk,22,インデックス,,,
talk,23,神裂 火織,,,
talk,24,神裂 火織,,,
talk,25,インデックス,,,
talk,26,神裂 火織,,,
talk,27,インデックス,,,
talk,28,神裂 火織,,,
talk,29,神裂 火織,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
