#command,param1,param2,param3,param4,
#,
print,初春 飾利 チャプター05,
control,1,
bgm,stop,
stage,14001001,,,,
bgm,play,30010001,1,,
chara,5000102,白井黒子,10,
chara,4000102,御坂美琴,10,
chara,37000101,佐天涙子,10,
chara,36000101,初春飾利,10,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
talk,1,初春飾利,,,
+talk,show,1,
+初春飾利.fade,in,0.5,
+place,空白,空白,空白,初春飾利,
talk,2,白井黒子,,,
+白井黒子.fade,in,0.5,
+place,白井黒子,空白,空白,初春飾利,
talk,3,初春飾利,,,
talk,4,佐天涙子,,,
+佐天涙子.fade,in,0.5,
+place,白井黒子,空白,佐天涙子,初春飾利,
talk,5,初春飾利,,,
talk,6,御坂美琴,,,
+御坂美琴.fade,in,0.5,
+place,白井黒子,御坂美琴,佐天涙子,初春飾利,
talk,7,初春飾利,,,
talk,8,佐天涙子,,,
talk,9,御坂美琴,,,
talk,10,白井黒子,,,
talk,11,初春飾利,,,
talk,12,白井黒子,,,
talk,13,初春飾利,,,
talk,14,佐天涙子,,,
talk,15,初春飾利,,,
talk,16,佐天涙子,,,
talk,17,御坂美琴,,,
talk,18,白井黒子,,,
talk,19,初春飾利,,,
talk,20,佐天涙子,,,
talk,21,佐天涙子,,,
talk,22,佐天涙子,,,
talk,23,初春飾利,,,
talk,24,初春飾利,,,
talk,25,御坂美琴,,,
talk,26,白井黒子,,,
talk,27,初春飾利,,,
talk,28,初春飾利,,,
talk,29,初春飾利,,,
talk,30,初春飾利,,,
talk,31,佐天涙子,,,
talk,32,白井黒子,,,
talk,33,初春飾利,,,
talk,34,初春飾利,,,
talk,35,初春飾利,,,
talk,36,初春飾利,,,
talk,37,御坂美琴,,,
talk,38,御坂美琴,,,
talk,39,初春飾利,,,
talk,40,御坂美琴,,,
bgm,play,30010007,1,,
talk,41,佐天涙子,,,
talk,42,初春飾利,,,
+初春飾利.shake,"(0.10,0)","(10,0)",1,
talk,43,佐天涙子,,,
talk,44,初春飾利,,,
talk,45,佐天涙子,,,
talk,46,御坂美琴,,,
talk,47,初春飾利,,,
bgm,play,30010004,1,,
talk,48,初春飾利,,,
talk,49,御坂美琴,,,
talk,50,初春飾利,,,
talk,51,白井黒子,,,
talk,52,白井黒子,,,
talk,53,佐天涙子,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








