#command,param1,param2,param3,param4,param5,
#,
control,1,
stage,15001001,,,,,
bgm,stop,,,,,
chara,27000101,シェリー,14,
chara,7000101,黄泉川 愛穂,14,
chara,6000201,月詠 小萌,12,
+place,シェリー,
+focus,on,シェリー,
bgm,play,30010009,,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,シェリー,,,,
+talk,show,1,
talk,2,シェリー,,,,
talk,3,シェリー,,,,
talk,4,シェリー,,,,
talk,5,シェリー,,,,
talk,6,シェリー,,,,
talk,7,シェリー,,,,
wait,0.5,
シェリー.fade,out,0.5,
+talk,show,0,
bgm,stop,,,,,
wait,1.5,
bgm,play,30010001,,,,
talk,8,月詠 小萌,,,,
+talk,show,1,
+月詠 小萌.fade,in,0.5,
+黄泉川 愛穂.fade,in,0.5,
+place,月詠 小萌,黄泉川 愛穂,
talk,9,月詠 小萌,,,,
talk,10,黄泉川 愛穂,,,,
talk,11,月詠 小萌,,,,
talk,12,黄泉川 愛穂,,,,
talk,13,月詠 小萌,,,,
talk,14,月詠 小萌,,,,
talk,15,黄泉川 愛穂,,,,
talk,16,月詠 小萌,,,,
talk,17,黄泉川 愛穂,,,,
talk,18,月詠 小萌,,,,
se,play,300200000340,,,,
+月詠 小萌.move,0,4,0.5,
+月詠 小萌.fade,out,0.5,
+talk,show,0,
wait,2,
talk,19,黄泉川 愛穂,,,,
+talk,show,1,
bgm,stop,,,,,
talk,20,シェリー,,,,
+se,play,300200000480,,,,
+シェリー.fade,in,0.5,
+place,シェリー,黄泉川 愛穂,
bgm,play,30010011,,,,
talk,21,黄泉川 愛穂,,,,
talk,22,シェリー,,,,
talk,23,黄泉川 愛穂,,,,
talk,24,シェリー,,,,
talk,25,黄泉川 愛穂,,,,
talk,26,シェリー,,,,
talk,27,黄泉川 愛穂,,,,
wait,1,
シェリー.fade,out,0.5,
+黄泉川 愛穂.fade,out,0.5,
bgm,stop,,,,,
talk,28,月詠 小萌,,,,
+se,play,300200000480,,,,
+シェリー.fade,in,0.5,
+月詠 小萌.fade,in,0.5,
+黄泉川 愛穂.fade,in,0.5,
+place,シェリー,月詠 小萌,黄泉川 愛穂,
talk,29,月詠 小萌,,,,
talk,30,シェリー,,,,
talk,31,月詠 小萌,,,,
+月詠 小萌.shake,"(0.10,0)","(10,0)",1,
bgm,play,30010004,,,,
talk,32,シェリー,,,,
talk,33,黄泉川 愛穂,,,,
talk,34,黄泉川 愛穂,,,,
talk,35,黄泉川 愛穂,,,,
talk,36,黄泉川 愛穂,,,,
talk,37,シェリー,,,,
talk,38,黄泉川 愛穂,,,,
talk,39,シェリー,,,,
talk,40,黄泉川 愛穂,,,,
talk,41,シェリー,,,,
talk,42,シェリー,,,,
talk,43,黄泉川 愛穂,,,,
bgm,play,30010001,,,,
talk,44,黄泉川 愛穂,,,,
talk,45,シェリー,,,,
talk,46,黄泉川 愛穂,,,,
talk,47,シェリー,,,,
talk,48,黄泉川 愛穂,,,,
talk,49,黄泉川 愛穂,,,,
talk,50,月詠 小萌,,,,
talk,51,月詠 小萌,,,,
talk,52,シェリー,,,,
+シェリー.shake,"(0.10,0)","(10,0)",1,
talk,53,シェリー,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
