#command,param1,param2,param3,param4,
#,
stage,007001001,,,,
control,1,
bgm,stop,
chara,1000201,上条 当麻,15,
chara,43000101,レイヴィニア,10,
place,レイヴィニア,上条 当麻,
+上条 当麻.fade,out,0.1,
+レイヴィニア.fade,in,0.1,
+focus,on,レイヴィニア,
+talk,start,
+talk,show,0,
wait,0.5,
bgm,play,30010004,,,
fade,in,1,#000000,0,
talk,show,1,
+talk,1,レイヴィニア,,,
talk,2,レイヴィニア,,,
talk,3,レイヴィニア,,,
talk,4,上条 当麻,,,
+上条 当麻.fade,in,0.5,
talk,5,上条 当麻,,,
talk,6,レイヴィニア,,,
talk,7,上条 当麻,,,
talk,8,上条 当麻,,,
talk,9,レイヴィニア,,,
talk,10,上条 当麻,,,
talk,11,レイヴィニア,,,
talk,12,上条 当麻,,,
talk,13,レイヴィニア,,,
talk,14,レイヴィニア,,,
+bgm,play,30010022,,,
talk,15,上条 当麻,,,
talk,16,レイヴィニア,,,
talk,17,上条 当麻,,,
talk,18,上条 当麻,,,
talk,19,上条 当麻,,,
talk,20,レイヴィニア,,,
talk,21,上条 当麻,,,
talk,22,上条 当麻,,,
talk,23,レイヴィニア,,,
talk,24,上条 当麻,,,
talk,25,レイヴィニア,,,
talk,26,上条 当麻,,,
talk,27,上条 当麻,,,
talk,28,レイヴィニア,,,
talk,29,上条 当麻,,,
talk,30,レイヴィニア,,,
talk,31,レイヴィニア,,,
talk,32,レイヴィニア,,,
talk,33,上条 当麻,,,
talk,34,上条 当麻,,,
talk,35,レイヴィニア,,,
talk,36,上条 当麻,,,
talk,37,上条 当麻,,,
上条 当麻.fade,out,0.5,
wait,2,
talk,show,0,
+レイヴィニア.fade,out,0.5,
place,レイヴィニア,
+レイヴィニア.fade,in,0.5,
talk,38,レイヴィニア,,,
+talk,show,1,
talk,39,レイヴィニア,,,
talk,40,レイヴィニア,,,
talk,41,レイヴィニア,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
