#command,param1,param2,param3,param4,
#,
stage,3001003,,,,
control,1,
bgm,stop,
chara,12000101,海原 光貴,10,
chara,5000101,白井 黒子,14,
place,白井 黒子,海原 光貴,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+focus,on,海原 光貴,
bgm,play,30010004,,,
wait,1,
talk,1,海原 光貴,,,
+talk,show,
talk,2,海原 光貴,,,
talk,3,白井 黒子,,,
talk,4,白井 黒子,,,
talk,5,海原 光貴,,,
talk,6,海原 光貴,,,
talk,7,海原 光貴,,,
talk,8,白井 黒子,,,
talk,9,白井 黒子,,,
talk,10,海原 光貴,,,
talk,11,海原 光貴,,,
talk,12,海原 光貴,,,
talk,13,海原 光貴,,,
talk,14,海原 光貴,,,
bgm,play,30010005,,,
talk,15,白井 黒子,,,
talk,16,白井 黒子,,,
talk,17,白井 黒子,,,
talk,18,白井 黒子,,,
talk,19,白井 黒子,,,
+白井 黒子.effect,ef_com_00000_001_007_00,"(100,-350)",2,0,
+白井 黒子.shake,"(0.10,0)","(10,0)",1,
wait,1.5,
talk,20,海原 光貴,,,
bgm,stop,
talk,21,白井 黒子,,,
+白井 黒子.effect,delete,
talk,22,海原 光貴,,,
bgm,play,30010004,,,
talk,23,白井 黒子,,,
talk,24,白井 黒子,,,
talk,25,海原 光貴,,,
talk,26,海原 光貴,,,
talk,27,海原 光貴,,,
talk,28,海原 光貴,,,
talk,29,白井 黒子,,,
talk,30,白井 黒子,,,
talk,31,白井 黒子,,,
talk,32,海原 光貴,,,
talk,33,白井 黒子,,,
talk,34,白井 黒子,,,
talk,35,海原 光貴,,,
talk,36,白井 黒子,,,
talk,37,海原 光貴,,,
talk,38,白井 黒子,,,
talk,39,白井 黒子,,,
talk,40,海原 光貴,,,
wait,0.5,
talk,show,0,
+focus,off,白井 黒子,海原 光貴,
wait,1,
se,play,300700000590,,,
+白井 黒子.fade,out,0.3,
wait,1,
se,play,300200000022,,,
+海原 光貴.move,1,5,1,
+海原 光貴.fade,out,0.5,
wait,1,
se,play,300700000590,,,
talk,41,白井 黒子,,,
+talk,show,
talk,42,御坂 美琴,,,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,1.5,
海原 光貴.fade,in,0.5,
+place,海原 光貴,
+focus,off,海原 光貴,
+se,play,300200000480,,,
talk,43,海原 光貴,,,
talk,44,海原 光貴,,,
talk,45,海原 光貴,,,
talk,46,海原 光貴,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








































