#command,param1,param2,param3,param4,
#,
control,1,
stage,3002001,,,,
bgm,stop,,,,
chara,76000101,心理定規,10,
chara,523000101,チーフデザイナー,12,
+place,心理定規,チーフデザイナー,
+focus,on,心理定規,
bgm,play,30010002,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,心理定規,,,
+talk,show,1,
talk,2,心理定規,,,
talk,3,チーフデザイナー,,,
talk,4,チーフデザイナー,,,
talk,5,心理定規,,,
se,play,300400000270,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
心理定規.facial,15,
+チーフデザイナー.facial,12,
+focus,on,心理定規,
se,play,300400000340,,,
wait,1,
fade,in,1,#FFFFFF,0,
talk,6,心理定規,,,
+talk,show,1,
talk,7,心理定規,,,
talk,8,チーフデザイナー,,,
talk,9,心理定規,,,
talk,10,心理定規,,,
talk,11,チーフデザイナー,,,
talk,12,チーフデザイナー,,,
talk,13,チーフデザイナー,,,
talk,14,心理定規,,,
talk,15,心理定規,,,
talk,16,心理定規,,,
talk,17,心理定規,,,
talk,18,チーフデザイナー,,,
talk,19,チーフデザイナー,,,
talk,20,心理定規,,,
talk,21,心理定規,,,
talk,22,チーフデザイナー,,,
talk,23,心理定規,,,
talk,24,心理定規,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
心理定規.facial,15,
+チーフデザイナー.facial,12,
+focus,on,チーフデザイナー,
wait,1,,,,
fade,in,1,#FFFFFF,0,
talk,25,チーフデザイナー,,,
+talk,show,1,
talk,26,チーフデザイナー,,,
talk,27,チーフデザイナー,,,
talk,28,心理定規,,,
talk,29,チーフデザイナー,,,
talk,30,チーフデザイナー,,,
talk,31,チーフデザイナー,,,
talk,32,チーフデザイナー,,,
チーフデザイナー.fade,out,0.5,
+se,play,300200000022,,,
wait,0.5,
se,play,300400000230,,,
wait,0.5,
talk,33,心理定規,,,
talk,34,心理定規,,,
se,play,300400000290,,,
talk,35,心理定規,,,
talk,36,心理定規,,,
talk,37,心理定規,,,
talk,38,心理定規,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
