#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020612,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010018,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
+se,play,300300000450,,,
#,,,,,
#,,,,,
talk,1,布束 砥信,,,
+talk,show,1,
talk,2,ミサカ,,,
#,,,,,
talk,3,ミサカ,,,
talk,4,ミサカ,,,
#,,,,,
talk,5,布束 砥信,,,
#,,,,,
wait,1,
se,play,300600000240,,,
fade,out,1,#FFFFFF,0,
image,100020612,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
talk,show,0,
bgm,stop,,,,
wait,1,
bgm,play,30010022,,,
fade,in,1,#FFFFFF,0,
se,play,300200000062,,,
talk,6,布束 砥信,,,
+talk,show,1,
#,,,,,
talk,7,布束 砥信,,,
talk,8,ミサカ,,,
#,,,,,
talk,9,ミサカ,,,
#,,,,,
image,100020612,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
wait,1,
talk,10,ミサカ,,,
#,,,,,
talk,11,ミサカ,,,
#,,,,,
talk,12,ミサカ,,,
#,,,,,
image,100020612,4,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
wait,1,
talk,13,布束 砥信,,,
#,,,,,
talk,14,布束 砥信,,,
#,,,,,
talk,15,布束 砥信,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
image,100020610,2,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
talk,show,0,
bgm,stop,,,,
wait,1,
bgm,play,30010008,,,
fade,in,1,#FFFFFF,0,
talk,16,御坂 美琴,,,
+talk,show,1,
#,,,,,
talk,17,御坂 美琴,,,
#,,,,,
talk,18,御坂 美琴,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
