#command,param1,param2,param3,param4,
#,
print,イギリス清教-必要悪の教会 Chapter02,
control,1,
bgm,stop,
stage,1002001,,,,
bgm,play,30010001,1,,
chara,3000701,土御門 元春,10,
chara,24000101,ステイル,10,
place,ステイル,土御門 元春,
+ステイル.fade,out,0.1,
+土御門 元春.fade,out,0.1,
talk,start,
+talk,show,0,
+fade,in,1,#000000,0,
talk,1,ステイル,,,
+talk,show,1,,,
+ステイル.fade,in,0.5,
talk,2,土御門 元春,,,
+土御門 元春.fade,in,0.5,
talk,3,土御門 元春,,,
talk,4,ステイル,,,
talk,5,土御門 元春,,,
talk,6,土御門 元春,,,
talk,7,ステイル,,,
talk,8,土御門 元春,,,
talk,9,土御門 元春,,,
talk,10,ステイル,,,
talk,11,土御門 元春,,,
talk,12,ステイル,,,
bgm,play,30010006,1,,
talk,13,土御門 元春,,,
talk,14,土御門 元春,,,
se,play,300400000150,,,
screen.effect,ef_com_00000_001_000_00,"(0,0)",1,0,
talk,15,ステイル,,,
talk,16,土御門 元春,,,
talk,17,ステイル,,,
talk,18,土御門 元春,,,
talk,19,ステイル,,,
talk,20,土御門 元春,,,
talk,21,ステイル,,,
bgm,play,30010011,1,,
talk,22,土御門 元春,,,
talk,23,土御門 元春,,,
talk,24,ステイル,,,
talk,25,土御門 元春,,,
talk,26,ステイル,,,
bgm,play,30010007,1,,
talk,27,土御門 元春,,,
talk,28,ステイル,,,
talk,29,土御門 元春,,,
bgm,play,30010005,1,,
talk,30,ステイル,,,
se,play,0300700000180,,,
screen.effect,ef_com_00000_001_000_00,"(0,0)",1,0,
talk,31,土御門 元春,,,
+土御門 元春.shake,"(0.10,0)","(10,0)",1,
土御門 元春.fade,out,0.5,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


