#command,param1,param2,param3,param4,
#,
print,ステイル チャプター04,
control,1,
bgm,stop,
stage,7002002,,,,
bgm,play,030010004,,,
chara,24000101,ステイル,10,
chara,22000101,打ち止め,10,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
talk,1,ステイル,,,
+talk,show,1,
+ステイル.fade,in,0.5,
+place,ステイル,
talk,2,ステイル,,,
talk,3,ステイル,,,
talk,4,ステイル,,,
fade,out,1.5,#FFFFFF,0,
ステイル.fade,out,0.1,
+talk,show,0,
wait,0.5,
fade,in,1.5,#FFFFFF,0,
talk,5,ステイル,,,
+talk,show,1,
+ステイル.fade,in,0.5,
+place,空白,ステイル,空白,
bgm,play,030010003,,,
talk,6,打ち止め,,,
+打ち止め.fade,in,0.5,
+place,空白,ステイル,打ち止め,
talk,7,ステイル,,,
talk,8,打ち止め,,,
talk,9,ステイル,,,
talk,10,ステイル,,,
talk,11,ステイル,,,
talk,12,ステイル,,,
talk,13,打ち止め,,,
talk,14,打ち止め,,,
talk,15,打ち止め,,,
talk,16,打ち止め,,,
talk,17,ステイル,,,
talk,18,打ち止め,,,
talk,19,ステイル,,,
talk,20,ステイル,,,
talk,21,打ち止め,,,
+打ち止め.move,2,0,1.0,
talk,22,ステイル,,,
talk,23,打ち止め,,,
talk,24,打ち止め,,,
talk,25,ステイル,,,
talk,26,打ち止め,,,
talk,27,ステイル,,,
talk,28,ステイル,,,
talk,29,打ち止め,,,
+打ち止め.move,0,2,1.0,
talk,30,ステイル,,,
talk,31,打ち止め,,,
se,play,0300200000100,,,
打ち止め.move,2,5,0.5,
+打ち止め.fade,out,0.5,
talk,32,ステイル,,,
fade,out,1.5,#FFFFFF,0,
bgm,play,030010005,,,
stage,7004002,,,,
ステイル.fade,out,0.1,
+talk,show,0,
wait,0.5,
fade,in,1.5,#FFFFFF,0,
talk,33,打ち止め,,,
+talk,show,1,
+place,ステイル,打ち止め,
+打ち止め.fade,in,0.5,
+打ち止め.move,4,1,1.0,
talk,34,ステイル,,,
+ステイル.fade,in,0.5,
talk,35,打ち止め,,,
+打ち止め.shake,"(0.10,0)","(10,0)",0.5,
talk,36,打ち止め,,,
talk,37,ステイル,,,
talk,38,打ち止め,,,
+打ち止め.shake,"(0.10,0)","(10,0)",1.0,
talk,39,ステイル,,,
bgm,stop,
talk,40,ステイル,,,
bgm,play,030010004,,,
talk,41,打ち止め,,,
talk,42,ステイル,,,
talk,43,ステイル,,,
talk,44,ステイル,,,
talk,45,打ち止め,,,
talk,46,ステイル,,,
talk,47,打ち止め,,,
talk,48,ステイル,,,
talk,49,打ち止め,,,
talk,50,ステイル,,,
talk,51,打ち止め,,,
talk,52,打ち止め,,,
talk,53,ステイル,,,
talk,54,打ち止め,,,
talk,55,打ち止め,,,
se,play,0300200000100,,,
打ち止め.move,1,5,1.0,
+打ち止め.fade,out,1,
talk,56,ステイル,,,
talk,57,ステイル,,,
talk,58,ステイル,,,
talk,59,ステイル,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








