#command,param1,param2,param3,param4,
#,
print,とある科学の超電磁砲4巻 チャプター10,
control,1,
stage,14001001,,,,
bgm,stop,
+chara,36000102,初春 飾利,13,
+chara,5000102,白井 黒子,13,
+chara,35000101,固法 美偉,14,
+chara,4000101,御坂 美琴,15,
+place,固法 美偉,白井 黒子,御坂 美琴,初春 飾利,
+focus,on,御坂 美琴,
+fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
bgm,play,30010008,1,,
wait,1,
talk,1,御坂 美琴,,,
+talk,show,1,
talk,2,白井 黒子,,,
talk,3,白井 黒子,,,
talk,4,御坂 美琴,,,
talk,5,白井 黒子,,,
talk,6,初春 飾利,,,
talk,7,初春 飾利,,,
talk,8,御坂 美琴,,,
talk,9,御坂 美琴,,,
talk,10,御坂 美琴,,,
talk,11,白井 黒子,,,
talk,12,御坂 美琴,,,
talk,13,白井 黒子,,,
bgm,stop,
talk,14,初春 飾利,,,
bgm,play,30010018,1,,
talk,15,初春 飾利,,,
talk,16,初春 飾利,,,
talk,17,白井 黒子,,,
talk,18,初春 飾利,,,
talk,19,御坂 美琴,,,
talk,20,白井 黒子,,,
talk,21,御坂 美琴,,,
talk,22,白井 黒子,,,
talk,23,初春 飾利,,,
talk,24,白井 黒子,,,
talk,25,御坂 美琴,,,
talk,26,白井 黒子,,,
talk,27,白井 黒子,,,
talk,28,固法 美偉,,,
talk,29,固法 美偉,,,
talk,30,白井 黒子,,,
talk,31,御坂 美琴,,,
talk,32,白井 黒子,,,
image,100020410,1,シーン01,
シーン01.fade,in,0.5,,,
se,play,300200000052,,,
wait,1,
talk,33,御坂 美琴,,,
talk,34,白井 黒子,,,
talk,35,初春 飾利,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],

