#command,param1,param2,param3,param4,
#,
control,1,
stage,7004003,,,,
bgm,stop,,,,
chara,11000101,麦野 沈利,15,
chara,19000101,フレンダ,11,
chara,18000101,絹旗 最愛,10,
chara,20000101,滝壺 理后,11,
+place,麦野 沈利,フレンダ,絹旗 最愛,滝壺 理后,
+focus,on,麦野 沈利,
image,100020613,3,シーン03,
シーン03.fade,in,0.5,
bgm,play,30010009,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,,,,,
#,,,,,
talk,25,所員Ａ,,,
+talk,show,1,
talk,26,所員Ａ,,,
#,,,,,
talk,27,所員Ａ,,,
talk,28,所員Ａ,,,
#,,,,,
talk,29,所員Ａ,,,
talk,30,カイツ,,,
#,,,,,
talk,31,カイツ,,,
#,,,,,
talk,32,カイツ,,,
talk,33,カイツ,,,
talk,34,所員Ａ,,,
#,,,,,
talk,35,カイツ,,,
#,,,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
シーン03.fade,out,0.1,
talk,show,0,
bgm,stop,,,,
wait,1,
bgm,play,30010012,,,
fade,in,1,#FFFFFF,0,
talk,36,黒服,,,
+talk,show,1,
se,play,300700000040,,,
wait,0.5,
talk,37,麦野 沈利,,,
#,,,,,
talk,38,麦野 沈利,,,
#,,,,,
talk,39,フレンダ,,,
#,,,,,
talk,40,フレンダ,,,
#,,,,,
talk,41,絹旗 最愛,,,
#,,,,,
talk,42,フレンダ,,,
#,,,,,
talk,43,フレンダ,,,
talk,44,滝壺 理后,,,
#,,,,,
talk,45,滝壺 理后,,,
talk,46,フレンダ,,,
#,,,,,
image,100020613,4,シーン04,
シーン04.fade,in,0.5,
wait,1,
se,play,300400000510,,,
wait,0.5,
talk,47,麦野 沈利,,,
#,,,,,
talk,48,麦野 沈利,,,
#,,,,,
talk,49,フレンダ,,,
talk,50,麦野 沈利,,,
#,,,,,
talk,51,麦野 沈利,,,
#,,,,,
talk,52,フレンダ,,,
talk,53,滝壺 理后,,,
#,,,,,
talk,54,麦野 沈利,,,
#,,,,,
image,100020613,5,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
wait,1,
talk,55,麦野 沈利,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
