#command,param1,param2,param3,param4,
#,チャプター01：ファミリーレストラン　御坂 美琴　初春 飾利　佐天 涙子,
control,1,
chara,4000102,御坂 美琴,12,
chara,37000101,佐天 涙子,14,
chara,36000101,初春 飾利,14,
place,佐天 涙子,初春 飾利,御坂 美琴,
+御坂 美琴.fade,out,0.1,
+佐天 涙子.fade,out,0.1,
+初春 飾利.fade,out,0.1,
talk,start,
+talk,show,0,
stage,010001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,030010003,,,
talk,1,御坂 美琴,,,
+talk,show,1,
+御坂 美琴.fade,in,0.5,
talk,2,佐天 涙子,,,
+佐天 涙子.fade,in,0.5,
talk,3,初春 飾利,,,
+初春 飾利.fade,in,0.5,
talk,4,佐天 涙子,,,
talk,5,御坂 美琴,,,
talk,6,初春 飾利,,,
talk,7,御坂 美琴,,,
talk,8,佐天 涙子,,,
talk,9,初春 飾利,,,
talk,10,御坂 美琴,,,
talk,11,初春 飾利,,,
bgm,play,030010024,,,
talk,12,佐天 涙子,,,
talk,13,佐天 涙子,,,
talk,14,初春 飾利,,,
talk,15,佐天 涙子,,,
talk,16,御坂 美琴,,,
talk,17,佐天 涙子,,,
talk,18,初春 飾利,,,
talk,19,御坂 美琴,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],







































