#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020611,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010018,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
+se,play,300400000310,,,
#,,,,,
#,,,,,
talk,1,布束 砥信,,,
+talk,show,1,
#,,,,,
talk,2,布束 砥信,,,
#,,,,,
talk,3,布束 砥信,,,
#,,,,,
talk,4,布束 砥信,,,
#,,,,,
image,100020611,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,5,ミサカ,,,
talk,6,布束 砥信,,,
talk,7,ミサカ,,,
#,,,,,
talk,8,ミサカ,,,
talk,9,ミサカ,,,
talk,10,布束 砥信,,,
#,,,,,
image,100020611,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
wait,1,
talk,11,布束 砥信,,,
talk,12,ミサカ,,,
#,,,,,
talk,13,布束 砥信,,,
#,,,,,
talk,14,布束 砥信,,,
talk,15,布束 砥信,,,
#,,,,,
talk,16,布束 砥信,,,
#,,,,,
talk,17,布束 砥信,,,
talk,18,ミサカ,,,
talk,19,ミサカ,,,
#,,,,,
talk,20,ミサカ,,,
talk,21,ミサカ,,,
#,,,,,
talk,22,布束 砥信,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
