#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,33000101,アンジェレネ,10,,
chara,31000101,アニェーゼ,10,,
talk,start,,,,
+talk,show,0,,,
place,アニェーゼ,アンジェレネ,,,
+アンジェレネ.fade,out,0.1,,,
+アニェーゼ.fade,out,0.1,,,
stage,021001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010006,1,,
# 会話開始,
talk,1,アニェーゼ,,,
+talk,show,1,
+アニェーゼ.fade,in,0.5,
talk,2,アンジェレネ,,,
+アンジェレネ.fade,in,0.5,
talk,3,アニェーゼ,,,
talk,4,アンジェレネ,,,
talk,5,アニェーゼ,,,
talk,6,アニェーゼ,,,
talk,7,アンジェレネ,,,
talk,8,アニェーゼ,,,
talk,9,アンジェレネ,,,
talk,10,アニェーゼ,,,
talk,11,アンジェレネ,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































