#command,param1,param2,param3,param4,
#,
print,食蜂 操祈 チャプター02,
control,1,
bgm,stop,
stage,3002001,,,,
bgm,play,30010024,1,,
chara,93000101,帆風潤子,10,
chara,5000101,白井黒子,10,
chara,4000102,御坂美琴,10,
chara,10000101,食蜂操祈,10,
+食蜂操祈.fade,out,0.1,
+帆風潤子.fade,out,0.1,
+白井黒子.fade,out,0.1,
+御坂美琴.fade,out,0.1,
+place,帆風潤子,食蜂操祈,御坂美琴,白井黒子,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
talk,1,食蜂操祈,,,
+talk,show,1,
+食蜂操祈.fade,in,0.5,
talk,2,食蜂操祈,,,
talk,3,帆風潤子,,,
+帆風潤子.fade,in,0.5,
talk,4,食蜂操祈,,,
talk,5,食蜂操祈,,,
talk,6,帆風潤子,,,
se,play,300200000022,,,
+帆風潤子.move,0,4,1,
wait,0.5,
+帆風潤子.fade,out,0.1,
bgm,play,30010001,1,,
talk,7,食蜂操祈,,,
talk,8,御坂美琴,,,
+御坂美琴.fade,in,0.5,
talk,9,白井黒子,,,
+白井黒子.fade,in,0.5,
talk,10,食蜂操祈,,,
talk,11,御坂美琴,,,
talk,12,御坂美琴,,,
talk,13,食蜂操祈,,,
talk,14,御坂美琴,,,
talk,15,食蜂操祈,,,
talk,16,食蜂操祈,,,
talk,17,食蜂操祈,,,
talk,18,御坂美琴,,,
talk,19,食蜂操祈,,,
talk,20,御坂美琴,,,
talk,21,食蜂操祈,,,
bgm,play,30010005,1,,
talk,22,食蜂操祈,,,
talk,23,御坂美琴,,,
+御坂美琴.shake,"(0.10,0)","(10,0)",1,
talk,24,白井黒子,,,
talk,25,白井黒子,,,
talk,26,御坂美琴,,,
talk,27,御坂美琴,,,
talk,28,食蜂操祈,,,
talk,29,食蜂操祈,,,
talk,30,食蜂操祈,,,
talk,31,御坂美琴,,,
bgm,stop,
talk,32,食蜂操祈,,,
bgm,play,30010007,1,,
talk,33,食蜂操祈,,,
talk,34,御坂美琴,,,
+御坂美琴.shake,"(0.10,0)","(10,0)",1,
talk,35,食蜂操祈,,,
talk,36,御坂美琴,,,
talk,37,食蜂操祈,,,
talk,38,食蜂操祈,,,
talk,39,御坂美琴,,,
talk,40,食蜂操祈,,,
talk,41,御坂美琴,,,
talk,42,食蜂操祈,,,
talk,43,食蜂操祈,,,
talk,44,御坂美琴,,,
talk,45,食蜂操祈,,,
+食蜂操祈.shake,"(0.10,0)","(10,0)",1,
talk,46,御坂美琴,,,
talk,47,食蜂操祈,,,
talk,48,食蜂操祈,,,
talk,49,御坂美琴,,,
talk,50,白井黒子,,,
talk,51,帆風潤子,,,
+帆風潤子.fade,in,0.5,
+帆風潤子.move,4,0,1,
talk,52,食蜂たち,,,
+focus,on,食蜂操祈,御坂美琴,
+御坂美琴.facial,13,
+食蜂操祈.facial,13,
talk,53,帆風たち,,,
+focus,on,白井黒子,帆風潤子,
+白井黒子.facial,15,
+帆風潤子.facial,15,
+白井黒子.shake,"(0.10,0)","(10,0)",1,
+帆風潤子.shake,"(0.10,0)","(10,0)",1,
talk,54,御坂美琴,,,
talk,55,食蜂操祈,,,
talk,56,帆風潤子,,,
talk,57,白井黒子,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








