#command,param1,param2,param3,param4,param5,param6,
#,
control,1,
stage,33001001,,,,,,
bgm,stop,,,,,,
chara,45001001,オティヌス,16,
chara,4002201,御坂 美琴,16,
chara,35000901,固法 美偉,10,
chara,2002001,インデックス,10,
chara,40000901,オリアナ,10,
+talk,start,
+talk,show,0,
+place,御坂 美琴,オティヌス,固法 美偉,
+focus,on,御坂 美琴,
+se,play,300700000280,,,,,
wait,1,
se,play,300700000350,,,,,
fade,in,1,#000000,0,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,0.5,
talk,1,御坂 美琴,,,,,
+talk,show,
talk,2,オティヌス,,,,,
talk,3,オティヌス,,,,,
talk,4,御坂 美琴,,,,,
talk,5,固法 美偉,,,,,
talk,6,オティヌス,,,,,
+bgm,play,30010011,,,,,
#+bgm,play,40010002,,,,,
talk,7,御坂 美琴,,,,,
talk,8,オティヌス,,,,,
talk,9,固法 美偉,,,,,
talk,10,オティヌス,,,,,
talk,11,オティヌス,,,,,
talk,12,オティヌス,,,,,
talk,13,御坂 美琴,,,,,
talk,14,固法 美偉,,,,,
talk,15,固法 美偉,,,,,
talk,16,オティヌス,,,,,
talk,17,オティヌス,,,,,
talk,18,御坂 美琴,,,,,
talk,19,固法 美偉,,,,,
talk,20,オティヌス,,,,,
wait,1,,,,,,
fade,out,1,#FFFFFF,0,
+se,play,300200000160,,,,,
オティヌス.fade,out,0.5,
+固法 美偉.fade,out,0.5,
+御坂 美琴.fade,out,0.5,
stage,27001003,,,,,,
place,インデックス,オリアナ,
+インデックス.fade,in,0.5,
+オリアナ.fade,in,0.5,
+focus,on,インデックス,
talk,show,0,
+bgm,play,30010010,,,,,
wait,1,
fade,in,1,#FFFFFF,0,
talk,21,インデックス,,,,,
+talk,show,
talk,22,オリアナ,,,,,
talk,23,オリアナ,,,,,
talk,24,インデックス,,,,,
talk,25,インデックス,,,,,
talk,26,インデックス,,,,,
talk,27,インデックス,,,,,
talk,28,オリアナ,,,,,
talk,29,オリアナ,,,,,
talk,30,オリアナ,,,,,
talk,31,インデックス,,,,,
talk,32,オリアナ,,,,,
talk,33,インデックス,,,,,
talk,34,オリアナ,,,,,
talk,35,オリアナ,,,,,
talk,36,オリアナ,,,,,
talk,37,インデックス,,,,,
talk,38,オリアナ,,,,,
talk,39,インデックス,,,,,
talk,40,オリアナ,,,,,
talk,41,インデックス,,,,,
talk,42,インデックス,,,,,
talk,43,オリアナ,,,,,
talk,44,インデックス,,,,,
talk,45,オリアナ,,,,,
talk,46,オリアナ,,,,,
wait,2,,,,,,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],



















































