#command,param1,param2,param3,param4,
#,
control,1,
stage,7002003,,,,
bgm,stop,
chara,99000101,トール,20,
chara,43000101,レイヴィニア,11,
+place,トール,レイヴィニア,
+トール.fade,in,0.5,
+レイヴィニア.fade,in,0.5,
+focus,on,トール,
bgm,play,30010010,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
stage.shake,"(0.10,0)","(10,0)",1,
+se,play,300700000350,,,
wait,2,
stage.shake,"(0.10,0)","(10,0)",1,
+se,play,300700000350,,,
talk,1,トール,,,
+talk,show,1,
talk,2,トール,,,
talk,3,トール,,,
talk,4,レイヴィニア,,,
talk,5,トール,,,
talk,6,レイヴィニア,,,
talk,7,レイヴィニア,,,
talk,8,レイヴィニア,,,
talk,9,トール,,,
talk,10,トール,,,
talk,11,トール,,,
talk,12,トール,,,
talk,13,レイヴィニア,,,
talk,14,トール,,,
talk,15,レイヴィニア,,,
se,play,300800000290,,,
+fade,out,0.3,#FFFFFF,0,
fade,in,0.3,#FFFFFF,0,
wait,1,
se,play,300700000350,,,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,2,
talk,16,トール,,,
talk,17,レイヴィニア,,,
talk,18,レイヴィニア,,,
talk,19,レイヴィニア,,,
talk,20,トール,,,
talk,21,レイヴィニア,,,
talk,22,レイヴィニア,,,
talk,23,トール,,,
talk,24,レイヴィニア,,,
talk,25,トール,,,
talk,26,トール,,,
talk,27,レイヴィニア,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
