#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,28000101,オルソラ,10,,
chara,27000101,シェリー,10,,
talk,start,,,,
+talk,show,0,,,
place,オルソラ,シェリー,,,
+オルソラ.fade,out,0.1,,,
+シェリー.fade,out,0.1,,,
stage,021001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010003,1,,
# 会話開始,
talk,1,オルソラ,,,
+talk,show,1,
+オルソラ.fade,in,0.5,
talk,2,シェリー,,,
+シェリー.fade,in,0.5,
talk,3,オルソラ,,,
talk,4,シェリー,,,
talk,5,オルソラ,,,
talk,6,オルソラ,,,
talk,7,シェリー,,,
talk,8,オルソラ,,,
talk,9,シェリー,,,
talk,10,オルソラ,,,
talk,11,シェリー,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































