#command,param1,param2,param3,param4,
#,サイド別ストーリー: 暗部組織-アイテム チャプター04,
print,フレンダの要求,
control,1,
bgm,stop,
stage,007003001,,,,
bgm,play,30010001,1,,
chara,66000101,浜面 仕上,10,
chara,9000201,婚后 光子,10,
chara,19000201,フレンダ,10,
+浜面 仕上.fade,out,0.1,
+フレンダ.fade,out,0.1,
+婚后 光子.fade,out,0.1,
place,フレンダ,浜面 仕上,
talk,start,
+talk,show,0,
+fade,in,1,#000000,0,
浜面 仕上.fade,in,0.5,
+フレンダ.fade,in,0.5,
talk,1,フレンダ,,,
+talk,show,1,
talk,2,フレンダ,,,
talk,3,浜面 仕上,,,
talk,4,浜面 仕上,,,
talk,5,フレンダ,,,
talk,6,フレンダ,,,
talk,7,浜面 仕上,,,
talk,8,浜面 仕上,,,
talk,9,浜面 仕上,,,
talk,10,フレンダ,,,
talk,11,浜面 仕上,,,
talk,12,フレンダ,,,
talk,13,フレンダ,,,
talk,14,浜面 仕上,,,
talk,15,フレンダ,,,
talk,16,フレンダ,,,
talk,17,浜面 仕上,,,
talk,show,0,
fade,out,1,#000000,
wait,1,
+浜面 仕上.fade,out,0.1,
+フレンダ.fade,out,0.1,
stage,007010004,,,,
bgm,play,30010002,1,,
place,浜面 仕上,
fade,in,1,#000000,
浜面 仕上.fade,in,0.5,
talk,18,浜面 仕上,,,
+talk,show,1,
talk,19,浜面 仕上,,,
talk,20,浜面 仕上,,,
talk,21,浜面 仕上,,,
talk,22,浜面 仕上,,,
talk,23,浜面 仕上,,,
talk,24,浜面 仕上,,,
talk,25,浜面 仕上,,,
talk,show,0,
浜面 仕上.fade,out,0.5,
place,婚后 光子,浜面 仕上,
bgm,play,30010024,1,,
浜面 仕上.fade,in,0.5,
+婚后 光子.fade,in,0.5,
talk,26,婚后 光子,,,
+talk,show,1,
talk,27,浜面 仕上,,,
talk,28,婚后 光子,,,
talk,29,婚后 光子,,,
talk,30,婚后 光子,,,
talk,31,浜面 仕上,,,
talk,32,浜面 仕上,,,
talk,33,婚后 光子,,,
talk,34,浜面 仕上,,,
talk,35,婚后 光子,,,
talk,36,浜面 仕上,,,
talk,37,浜面 仕上,,,
talk,38,浜面 仕上,,,
talk,39,浜面 仕上,,,
talk,40,浜面 仕上,,,
talk,41,婚后 光子,,,
talk,42,婚后 光子,,,
talk,43,浜面 仕上,,,
talk,44,婚后 光子,,,
talk,45,浜面 仕上,,,
talk,46,浜面 仕上,,,
talk,47,婚后 光子,,,
talk,48,浜面 仕上,,,
talk,49,婚后 光子,,,
talk,50,婚后 光子,,,
talk,51,浜面 仕上,,,
talk,52,浜面 仕上,,,
talk,53,婚后 光子,,,
talk,54,浜面 仕上,,,
talk,55,浜面 仕上,,,
talk,56,婚后 光子,,,
talk,57,浜面 仕上,,,
talk,58,婚后 光子,,,
婚后 光子.fade,out,0.5,
talk,59,浜面 仕上,,,
talk,60,浜面 仕上,,,
talk,61,浜面 仕上,,,
talk,62,浜面 仕上,,,
婚后 光子.fade,in,0.5,
talk,63,婚后 光子,,,
talk,64,浜面 仕上,,,
talk,65,婚后 光子,,,
talk,66,浜面 仕上,,,
talk,67,婚后 光子,,,
talk,68,浜面 仕上,,,
talk,69,婚后 光子,,,
talk,70,婚后 光子,,,
talk,71,浜面 仕上,,,
talk,72,浜面 仕上,,,
talk,73,婚后 光子,,,
talk,74,浜面 仕上,,,
talk,75,浜面 仕上,,,
talk,76,婚后 光子,,,
talk,77,婚后 光子,,,
talk,78,婚后 光子,,,
talk,79,浜面 仕上,,,
talk,80,婚后 光子,,,
talk,81,浜面 仕上,,,
talk,82,婚后 光子,,,
婚后 光子.fade,out,0.5,
talk,83,浜面 仕上,,,
talk,84,浜面 仕上,,,
talk,85,浜面 仕上,,,
wait,1,
fade,out,1,#FFFFFF,
bgm,stop,
wait,1,
[End],







