#command,param1,param2,param3,param4,
#,
control,1,
stage,7015003,,,,
bgm,stop,,,,
chara,4000101,御坂 美琴,15,
chara,126000701,布束 砥信,10,
+place,布束 砥信,御坂 美琴,
+focus,on,布束 砥信,
bgm,play,30010009,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,,,,,
#,,,,,
talk,1,布束 砥信,,,
+talk,show,1,
#,,,,,
talk,2,御坂 美琴,,,
talk,3,布束 砥信,,,
#,,,,,
talk,4,御坂 美琴,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
bgm,stop,,,,
wait,1,
bgm,play,30010018,,,
image,100020603,1,シーン01,
シーン01.fade,in,0.5,
fade,in,1,#FFFFFF,0,
talk,36,御坂 美琴,,,
+talk,show,1,
talk,37,女子生徒Ａ,,,
talk,38,御坂 美琴,,,
talk,39,女子生徒Ｂ,,,
talk,5,女子生徒Ａ,,,
#,,,,,
image,100020603,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,6,女子生徒Ｃ,,,
talk,7,女子生徒Ｄ,,,
#,,,,,
talk,8,男子生徒Ａ,,,
talk,9,男子生徒Ｂ,,,
#,,,,,
talk,10,女子生徒Ｅ,,,
talk,11,女子生徒Ｆ,,,
image,100020603,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
wait,1,
talk,12,女子生徒Ｇ,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
御坂 美琴.facial,11,
+focus,on,御坂 美琴,
bgm,stop,,,,
wait,1,
bgm,play,30010009,,,
シーン03.fade,out,0.1,
fade,in,1,#FFFFFF,0,
talk,17,御坂 美琴,,,
+talk,show,1,
#,,,,,
talk,18,御坂 美琴,,,
布束 砥信.move,0,1,0.3,
se,play,300700000010,,,
布束 砥信.move,1,0,0.3,
+御坂 美琴.shake,"(0.10,0)","(10,0)",1,
#,,,,,
talk,19,布束 砥信,,,
#,,,,,
talk,20,布束 砥信,,,
talk,21,御坂 美琴,,,
talk,22,布束 砥信,,,
#,,,,,
talk,23,布束 砥信,,,
#,,,,,
talk,24,布束 砥信,,,
#,,,,,
talk,25,布束 砥信,,,
#,,,,,
talk,26,御坂 美琴,,,
talk,27,御坂 美琴,,,
#,,,,,
布束 砥信.move,0,1,0.3,
se,play,300700000740,,,
布束 砥信.move,1,0,0.3,
+御坂 美琴.shake,"(0.10,0)","(10,0)",1,
talk,28,御坂 美琴,,,
#,,,,,
talk,29,御坂 美琴,,,
talk,30,布束 砥信,,,
#,,,,,
talk,31,布束 砥信,,,
#,,,,,
talk,32,布束 砥信,,,
#,,,,,
talk,33,布束 砥信,,,
#,,,,,
talk,34,布束 砥信,,,
#,,,,,
talk,35,布束 砥信,,,
+se,play,300400000280,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
