#command,param1,param2,param3,param4,
#,
control,1,
stage,35001001,,,,
bgm,stop,,,,
+image,999999999,0,シーン00,
+image,999999999,1,シーン01,
chara,1001401,上条 当麻,20,
chara,10000201,食蜂 操祈,13,
chara,174000101,蜜蟻 愛愉,21,
+place,食蜂 操祈,蜜蟻 愛愉,
+focus,on,食蜂 操祈,
bgm,play,30010011,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,食蜂 操祈,,,
+talk,show,1,
talk,2,蜜蟻 愛愉,,,
talk,3,食蜂 操祈,,,
talk,4,蜜蟻 愛愉,,,
se,play,300300000110,,,
+stage.shake,"(0.10,0)","(5,0)",1,
talk,5,食蜂 操祈,,,
talk,6,蜜蟻 愛愉,,,
talk,7,蜜蟻 愛愉,,,
talk,8,食蜂 操祈,,,
talk,9,蜜蟻 愛愉,,,
talk,10,蜜蟻 愛愉,,,
talk,show,0,
+食蜂 操祈.fade,out,0.5,
+蜜蟻 愛愉.fade,out,0.5,
place,食蜂 操祈,
+食蜂 操祈.fade,in,0.5,
+focus,on,蜜蟻 愛愉,
wait,1,
talk,11,蜜蟻 愛愉,,,
+talk,show,1,
talk,12,蜜蟻 愛愉,,,
talk,13,食蜂 操祈,,,
talk,14,蜜蟻 愛愉,,,
talk,15,食蜂 操祈,,,
se,play,300300000110,,,
+stage.shake,"(0.10,0)","(5,0)",1,
talk,16,蜜蟻 愛愉,,,
wait,1,
fade,out,1,#FFFFFF,0,
stage,7023003,,,,
talk,show,0,
place,食蜂 操祈,蜜蟻 愛愉,
+食蜂 操祈.fade,in,0.5,
+蜜蟻 愛愉.fade,in,0.5,
+食蜂 操祈.facial,11,
+蜜蟻 愛愉.facial,13,
focus,on,蜜蟻 愛愉,
bgm,stop,,,,
wait,1,,,,
bgm,play,30010020,,,
fade,in,1,#FFFFFF,0,
talk,17,蜜蟻 愛愉,,,
+talk,show,1,
talk,18,食蜂 操祈,,,
talk,19,食蜂 操祈,,,
talk,20,蜜蟻 愛愉,,,
talk,21,食蜂 操祈,,,
talk,22,食蜂 操祈,,,
talk,23,蜜蟻 愛愉,,,
talk,24,蜜蟻 愛愉,,,
talk,25,食蜂 操祈,,,
talk,26,食蜂 操祈,,,
talk,27,食蜂 操祈,,,
wait,1,
シーン00.fade,in,0.1,,,
+se,play,300100000490,,,
fade,out,0.1,#000000,0,
シーン00.fade,out,0.1,,,
stage,7022003,,,,
talk,show,0,
+食蜂 操祈.facial,13,
+蜜蟻 愛愉.facial,16,
focus,on,食蜂 操祈,
wait,1,,,,
fade,in,1,#000000,0,
talk,28,食蜂 操祈,,,
+talk,show,1,
talk,29,蜜蟻 愛愉,,,
+se,play,300700000740,,,
talk,30,食蜂 操祈,,,
