#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,25000101,神裂 火織,10,,
chara,28000101,オルソラ,10,,
talk,start,,,,
+talk,show,0,,,
place,神裂 火織,オルソラ,,,
+神裂 火織.fade,out,0.1,,,
+オルソラ.fade,out,0.1,,,
stage,021001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010006,1,,
# 会話開始,
talk,1,神裂 火織,,,
+talk,show,1,
+神裂 火織.fade,in,0.5,
talk,2,オルソラ,,,
+オルソラ.fade,in,0.5,
talk,3,神裂 火織,,,
talk,4,オルソラ,,,
talk,5,神裂 火織,,,
talk,6,オルソラ,,,
talk,7,神裂 火織,,,
talk,8,オルソラ,,,
talk,9,オルソラ,,,
talk,10,神裂 火織,,,
talk,11,オルソラ,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































