#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020915,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010009,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,#,,,,
#,#,,,,
talk,1,有冨 春樹,,,
+talk,show,1,
#,#,,,,
talk,2,有冨 春樹,,,
#,#,,,,
talk,3,有冨 春樹,,,
talk,4,布束 砥信,,,
talk,5,布束 砥信,,,
#,#,,,,
image,100020915,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,6,有冨 春樹,,,
#,#,,,,
talk,7,有冨 春樹,,,
#,#,,,,
talk,8,有冨 春樹,,,
#,#,,,,
talk,9,有冨 春樹,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,ef_com_00000_001_009_01,"(0,0)",0,0,
image,100020915,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
bgm,stop,,,,
wait,1,
bgm,play,30010020,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,10,御坂 美琴,,,
+talk,show,1,
talk,11,布束 砥信,,,
#,#,,,,
talk,12,布束 砥信,,,
#,#,,,,
talk,13,御坂 美琴,,,
#,#,,,,
talk,14,布束 砥信,,,
#,#,,,,
talk,15,布束 砥信,,,
talk,16,布束 砥信,,,
talk,17,御坂 美琴,,,
#,#,,,,
talk,18,御坂 美琴,,,
#,#,,,,
image,100020915,4,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
wait,1,
talk,19,布束 砥信,,,
talk,20,布束 砥信,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
