#command,param1,param2,param3,param4,
#,
stage,7007003,,,,
control,1,
bgm,stop,
chara,76000101,心理定規,20,
chara,42000101,垣根 帝督,13,
place,垣根 帝督,心理定規,
+focus,on,垣根 帝督,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
bgm,play,30010002,,,
wait,0.5,
talk,1,垣根 帝督,,,
+talk,show,
talk,2,心理定規,,,
talk,3,垣根 帝督,,,
talk,4,心理定規,,,
talk,5,垣根 帝督,,,
+se,play,0300200000900,,,
talk,6,垣根 帝督,,,
talk,7,垣根 帝督,,,
talk,8,心理定規,,,
talk,9,垣根 帝督,,,
talk,10,心理定規,,,
talk,11,心理定規,,,
talk,12,垣根 帝督,,,
talk,13,心理定規,,,
talk,14,垣根 帝督,,,
talk,15,垣根 帝督,,,
talk,16,心理定規,,,
talk,17,垣根 帝督,,,
talk,18,心理定規,,,
talk,19,心理定規,,,
talk,20,垣根 帝督,,,
talk,21,心理定規,,,
talk,22,心理定規,,,
talk,23,垣根 帝督,,,
talk,24,心理定規,,,
talk,25,垣根 帝督,,,
talk,26,心理定規,,,
talk,27,垣根 帝督,,,
talk,28,心理定規,,,
talk,29,垣根 帝督,,,
talk,30,心理定規,,,
talk,31,垣根 帝督,,,
talk,32,心理定規,,,
talk,33,垣根 帝督,,,
talk,34,心理定規,,,
talk,35,心理定規,,,
+se,play,0300400000280,,,
wait,0.5,
talk,36,垣根 帝督,,,
talk,37,心理定規,,,
talk,38,垣根 帝督,,,
talk,39,垣根 帝督,,,
talk,40,心理定規,,,
talk,41,垣根 帝督,,,
bgm,play,30010006,,,
talk,42,垣根 帝督,,,
+se,play,0300400000280,,,
wait,0.5,
talk,43,心理定規,,,
talk,44,垣根 帝督,,,
talk,45,心理定規,,,
talk,46,垣根 帝督,,,
+se,play,0300200000900,,,
wait,0.5,
se,play,0300200000012,,,
+垣根 帝督.move,0,4,1,
+垣根 帝督.fade,out,0.5,
wait,1,
talk,47,心理定規,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
























