#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,27000101,シェリー,10,,
chara,28000101,オルソラ,10,,
talk,start,,,,
+talk,show,0,,,
place,オルソラ,シェリー,,,
+シェリー.fade,out,0.1,,,
+オルソラ.fade,out,0.1,,,
stage,021001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010002,1,,
# 会話開始,
talk,1,シェリー,,,
+talk,show,1,
+シェリー.fade,in,0.5,
talk,2,オルソラ,,,
+オルソラ.fade,in,0.5,
talk,3,シェリー,,,
talk,4,オルソラ,,,
talk,5,オルソラ,,,
talk,6,シェリー,,,
talk,7,オルソラ,,,
talk,8,シェリー,,,
talk,9,オルソラ,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































