#command,param1,param2,param3,param4,
#,
control,1,
stage,7002003,,,,
bgm,stop,,,,
chara,10000201,食蜂 操祈,11,
chara,193000101,山川,10,
chara,193000101,即応救急隊員Ａ,13,
chara,193000101,即応救急隊員Ｂ,13,
+place,食蜂 操祈,
+focus,on,食蜂 操祈,
bgm,play,30010004,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,食蜂 操祈,,,
+talk,show,1,
talk,2,食蜂 操祈,,,
talk,3,食蜂 操祈,,,
talk,4,食蜂 操祈,,,
talk,5,食蜂 操祈,,,
talk,6,食蜂 操祈,,,
talk,7,食蜂 操祈,,,
talk,8,食蜂 操祈,,,
talk,9,食蜂 操祈,,,
talk,10,食蜂 操祈,,,
talk,11,食蜂 操祈,,,
se,play,300600000191,,,
bgm,stop,,,,
talk,12,？？？,,,
talk,show,0,
+食蜂 操祈.fade,out,0.5,
+山川.fade,out,0.5,
place,食蜂 操祈,山川,
+食蜂 操祈.fade,in,0.5,
+山川.fade,in,0.5,
+focus,on,食蜂 操祈,
bgm,play,30010011,,,
wait,1,
+se,play,300200000480,,,
talk,13,食蜂 操祈,,,
+talk,show,1,
talk,14,食蜂 操祈,,,
talk,15,食蜂 操祈,,,
talk,16,山川,,,
talk,17,食蜂 操祈,,,
talk,18,山川,,,
talk,19,山川,,,
talk,20,食蜂 操祈,,,
talk,21,山川,,,
talk,22,食蜂 操祈,,,
talk,23,食蜂 操祈,,,
talk,24,食蜂 操祈,,,
talk,25,食蜂 操祈,,,
talk,26,山川,,,
talk,27,食蜂 操祈,,,
talk,28,食蜂 操祈,,,
talk,show,0,
+食蜂 操祈.fade,out,0.5,
+山川.fade,out,0.5,
+即応救急隊員Ａ.fade,out,0.5,
+即応救急隊員Ｂ.fade,out,0.5,
place,食蜂 操祈,山川,即応救急隊員Ａ,即応救急隊員Ｂ,
+食蜂 操祈.fade,in,0.5,
+山川.fade,in,0.5,
+即応救急隊員Ａ.fade,in,0.5,
+即応救急隊員Ｂ.fade,in,0.5,
+focus,on,即応救急隊員Ａ,
bgm,stop,,,,
wait,1,
bgm,play,30010017,,,
+se,play,300200000480,,,
talk,29,即応救急隊員Ａ,,,
+talk,show,1,
+se,play,300700000010,,,
talk,30,山川,,,
+山川.fade,out,0.5,
+山川.shake,"(0,-0.5,0)","(0,1)",1,
+se,play,300700000040,,,
talk,31,即応救急隊員Ｂ,,,
+se,play,300700000020,,,
talk,32,即応救急隊員Ａ,,,
+即応救急隊員Ａ.fade,out,0.5,
+即応救急隊員Ａ.shake,"(0,-0.5,0)","(0,1)",1,
+se,play,300700000040,,,
talk,33,食蜂 操祈,,,
talk,34,食蜂 操祈,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
+食蜂 操祈.fade,out,0.5,
+山川.fade,out,0.5,
+即応救急隊員Ａ.fade,out,0.5,
+即応救急隊員Ｂ.fade,out,0.5,
place,食蜂 操祈,山川,
+食蜂 操祈.fade,in,0.5,
+山川.fade,in,0.5,
+食蜂 操祈.facial,11,
+山川.facial,11,
+focus,on,食蜂 操祈,
bgm,stop,,,,
wait,1,,,,
bgm,play,30010011,,,
fade,in,1,#FFFFFF,0,
talk,35,食蜂 操祈,,,
+talk,show,1,
talk,36,食蜂 操祈,,,
se,play,300100000370,,,
talk,37,食蜂 操祈,,,
talk,38,山川,,,
talk,39,食蜂 操祈,,,
talk,40,山川,,,
talk,41,食蜂 操祈,,,
talk,42,山川,,,
talk,43,食蜂 操祈,,,
talk,44,食蜂 操祈,,,
talk,45,山川,,,
talk,46,食蜂 操祈,,,
talk,47,山川,,,
talk,48,食蜂 操祈,,,
talk,49,食蜂 操祈,,,
talk,50,山川,,,
talk,51,山川,,,
talk,52,食蜂 操祈,,,
talk,53,食蜂 操祈,,,
talk,54,食蜂 操祈,,,
talk,55,食蜂 操祈,,,
talk,56,山川,,,
talk,show,0,
+食蜂 操祈.fade,out,0.5,
+山川.fade,out,0.5,
place,食蜂 操祈,
+食蜂 操祈.fade,in,0.5,
+食蜂 操祈.facial,11,
+focus,on,食蜂 操祈,
bgm,stop,,,,
wait,1,
talk,57,食蜂 操祈,,,
+talk,show,1,
talk,58,食蜂 操祈,,,
talk,59,食蜂 操祈,,,
bgm,play,30010020,,,
talk,60,食蜂 操祈,,,
talk,61,食蜂 操祈,,,
talk,62,食蜂 操祈,,,
talk,63,食蜂 操祈,,,
talk,64,食蜂 操祈,,,
talk,65,食蜂 操祈,,,
talk,66,食蜂 操祈,,,
talk,67,食蜂 操祈,,,
talk,68,食蜂 操祈,,,
talk,69,食蜂 操祈,,,
se,play,300100000040,,,
wait,0.5,
se,play,300100000020,,,
talk,70,食蜂 操祈,,,
talk,71,食蜂 操祈,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
