#command,param1,param2,param3,param4,
print,チャプター23：地下街　絹旗 最愛　滝壺 理后　,
control,1,
bgm,stop,
stage,015001001,,,,
bgm,play,30010010,1,,
chara,18000101,絹旗 最愛,10,
chara,20000101,滝壺 理后,10,
place,絹旗 最愛,滝壺 理后,
+絹旗 最愛.fade,out,0.1,
+滝壺 理后.fade,out,0.1,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
絹旗 最愛.fade,in,0.5,
+talk,1,絹旗 最愛,,,
+talk,show,1,
se,play,0300100000030,,,
talk,2,絹旗 最愛,,,
+bgm,play,30010001,,,
滝壺 理后.fade,in,0.5,
+talk,3,滝壺 理后,,,
talk,4,絹旗 最愛,,,
talk,5,滝壺 理后,,,
talk,6,絹旗 最愛,,,
talk,7,滝壺 理后,,,
talk,8,絹旗 最愛,,,
talk,9,滝壺 理后,,,
talk,10,絹旗 最愛,,,
talk,11,滝壺 理后,,,
talk,12,絹旗 最愛,,,
talk,13,滝壺 理后,,,
talk,14,絹旗 最愛,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],














































