#command,param1,param2,param3,param4,
#,
stage,007010004,,,,
control,1,
bgm,stop,
chara,80000101,レッサー,10,
chara,43000101,レイヴィニア,14,
place,レイヴィニア,
+レッサー.fade,out,0.1,
+レイヴィニア.fade,in,0.1,
+focus,on,レイヴィニア,
+talk,start,
+talk,show,0,
wait,0.5,
bgm,play,30010001,,,
fade,in,1,#000000,0,
talk,show,1,
+talk,1,レイヴィニア,,,
talk,2,レイヴィニア,,,
talk,3,レイヴィニア,,,
talk,4,レイヴィニア,,,
wait,1,
talk,show,0,
+レイヴィニア.fade,out,0.5,
place,レッサー,空白,
+レッサー.fade,in,0.5,
talk,5,レッサー,,,
+talk,show,1,
wait,1,
talk,show,0,
place,レッサー,レイヴィニア,
+レイヴィニア.fade,in,0.5,
talk,6,レイヴィニア,,,
+talk,show,1,
+se,play,300200000480,,,
talk,7,レッサー,,,
talk,8,レイヴィニア,,,
talk,9,レイヴィニア,,,
talk,10,レッサー,,,
talk,11,レイヴィニア,,,
talk,12,レイヴィニア,,,
talk,13,レッサー,,,
talk,14,レイヴィニア,,,
talk,15,レイヴィニア,,,
talk,16,レイヴィニア,,,
talk,17,レッサー,,,
talk,18,レイヴィニア,,,
talk,19,レッサー,,,
talk,20,レッサー,,,
talk,21,レイヴィニア,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
+bgm,stop,1,,,
talk,show,0,
place,レッサー,レイヴィニア,
+レッサー.facial,10,
+レイヴィニア.facial,10,
+focus,on,レッサー,
wait,1,
fade,in,1,#FFFFFF,0,
+bgm,play,30010003,,,
talk,22,レッサー,,,
+talk,show,1,
+se,play,300400000340,,,
talk,23,レイヴィニア,,,
talk,24,レッサー,,,
talk,25,レイヴィニア,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
place,レッサー,レイヴィニア,
+レッサー.facial,12,
+レイヴィニア.facial,16,
+focus,on,レイヴィニア,
wait,1,
fade,in,1,#FFFFFF,0,
talk,26,レイヴィニア,,,
+talk,show,1,
talk,27,レッサー,,,
talk,28,レイヴィニア,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
place,レッサー,レイヴィニア,
+レッサー.facial,21,
+レイヴィニア.facial,10,
+focus,on,レイヴィニア,
wait,1,
fade,in,1,#FFFFFF,0,
talk,29,レッサー,,,
+talk,show,1,
+se,play,300200000780,,,
talk,30,レイヴィニア,,,
talk,31,レイヴィニア,,,
talk,32,レッサー,,,
talk,33,レッサー,,,
talk,34,レイヴィニア,,,
talk,35,レッサー,,,
talk,36,レイヴィニア,,,
talk,37,レッサー,,,
talk,38,レイヴィニア,,,
talk,39,レッサー,,,
talk,40,レッサー,,,
+se,play,300400000340,,,
talk,41,レイヴィニア,,,
talk,42,レイヴィニア,,,
+bgm,stop,1,,,
talk,43,レッサー,,,
+se,play,300200000780,,,
talk,44,レイヴィニア,,,
+bgm,play,30010006,,,
talk,45,レッサー,,,
talk,46,レイヴィニア,,,
talk,47,レッサー,,,
talk,48,レッサー,,,
talk,49,レイヴィニア,,,
talk,50,レッサー,,,
talk,51,レッサー,,,
talk,52,レイヴィニア,,,
talk,53,レッサー,,,
talk,54,レイヴィニア,,,
+bgm,play,30010005,,,
talk,55,レッサー,,,
talk,56,レイヴィニア,,,
talk,57,レッサー,,,
talk,58,レイヴィニアたち,,,
+focus,on,レイヴィニア,レッサー,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
