#command,param1,param2,param3,param4,
#,
control,1,
stage,7001001,,,,
bgm,stop,,,,
chara,1000201,上条 当麻,11,
chara,2000101,インデックス,10,
chara,22000101,打ち止め,21,
+place,打ち止め,インデックス,上条 当麻,
+focus,on,打ち止め,
bgm,play,30010003,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,打ち止め,,,
+talk,show,1,
talk,2,上条 当麻,,,
talk,3,上条 当麻,,,
talk,4,インデックス,,,
talk,5,上条 当麻,,,
talk,6,インデックス,,,
talk,7,打ち止め,,,
talk,8,上条 当麻,,,
talk,9,打ち止め,,,
talk,10,打ち止め,,,
talk,11,上条 当麻,,,
talk,12,打ち止め,,,
talk,13,打ち止め,,,
talk,14,打ち止め,,,
talk,15,上条 当麻,,,
talk,16,上条 当麻,,,
talk,17,打ち止め,,,
talk,18,上条 当麻,,,
talk,19,インデックス,,,
talk,20,上条 当麻,,,
talk,21,上条 当麻,,,
talk,22,打ち止め,,,
talk,23,打ち止め,,,
talk,24,打ち止め,,,
talk,25,打ち止め,,,
bgm,stop,,,,
talk,26,インデックス,,,
bgm,play,30010005,,,
talk,27,打ち止め,,,
talk,28,打ち止め,,,
talk,29,上条 当麻,,,
talk,30,打ち止め,,,
talk,31,上条 当麻,,,
talk,32,インデックス,,,
talk,33,上条 当麻,,,
talk,34,打ち止め,,,
talk,35,上条 当麻,,,
talk,36,上条 当麻,,,
bgm,stop,,,,
talk,37,上条 当麻,,,
bgm,play,30010001,,,
talk,38,上条 当麻,,,
talk,39,インデックス,,,
talk,40,上条 当麻,,,
talk,41,上条 当麻,,,
talk,42,打ち止め,,,
talk,43,上条 当麻,,,
talk,44,上条 当麻,,,
wait,1,
fade,out,1,#FFFFFF,0,
stage,007001002,,,,
talk,show,0,
bgm,stop,,,,
wait,1,
fade,in,1,#FFFFFF,0,
bgm,play,30010004,,,
talk,45,上条 当麻,,,
+talk,show,1,
talk,46,打ち止め,,,
talk,47,打ち止め,,,
talk,48,打ち止め,,,
talk,49,上条 当麻,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],























































































