#command,param1,param2,param3,param4,
#,
stage,27001003,,,,
control,1,
bgm,stop,,,,
chara,45000101,オティヌス,15,
place,オティヌス,
+focus,on,オティヌス,
+talk,start,
+talk,show,0,
wait,0.5,
fade,in,1,#000000,0,
bgm,play,30010008,,,
talk,1,オティヌス,,,
+talk,show,1,
talk,2,オティヌス,,,
talk,3,オティヌス,,,
talk,4,オティヌス,,,
talk,5,オティヌス,,,
talk,6,オティヌス,,,
talk,7,オティヌス,,,
talk,8,オティヌス,,,
talk,9,オティヌス,,,
talk,10,オティヌス,,,
talk,11,オティヌス,,,
talk,12,オティヌス,,,
talk,13,オティヌス,,,
talk,14,オティヌス,,,
talk,15,オティヌス,,,
se,play,300700000940,,,
+オティヌス.shake,"(0,0.5,0)","(0,1)",0.5,
wait,1,
talk,16,オティヌス,,,
talk,17,オティヌス,,,
talk,18,オティヌス,,,
talk,19,オティヌス,,,
wait,1,
オティヌス.move,0,5,1,
+オティヌス.fade,out,1,
+talk,show,0,
+se,play,300200000032,,,
wait,0.5,
fade,out,0.5,#111111,
オティヌス.move,5,4,1,
wait,2,
fade,in,0.5,#111111,
wait,0.5,
se,play,300200000031,,,
オティヌス.move,4,0,1,
+オティヌス.fade,in,1,
talk,21,オティヌス,,,
+talk,show,1,
talk,22,オティヌス,,,
talk,23,オティヌス,,,
talk,24,オティヌス,,,
talk,25,オティヌス,,,
talk,26,オティヌス,,,
talk,27,オティヌス,,,
talk,28,オティヌス,,,
talk,29,オティヌス,,,
talk,30,オティヌス,,,
talk,31,オティヌス,,,
+bgm,stop,,,,
talk,32,オティヌス,,,
talk,33,オティヌス,,,
talk,34,オティヌス,,,
talk,35,オティヌス,,,
bgm,play,30010018,,,
talk,36,オティヌス,,,
talk,37,オティヌス,,,
talk,38,オティヌス,,,
talk,39,オティヌス,,,
talk,40,オティヌス,,,
talk,41,オティヌス,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],










































































































































































