#command,param1,param2,param3,param4,
#,
control,1,
stage,5002001,,,,
bgm,stop,,,,
chara,29000101,建宮 斎字,10,
chara,30000101,五和,14,
chara,197000101,イリス,11,
+イリス.fade,out,0.1,
+place,建宮 斎字,五和,
+focus,on,建宮 斎字,
bgm,play,30010001,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,建宮 斎字,,,
+talk,show,1,
se,play,300100000030,,,
talk,2,建宮 斎字,,,
bgm,stop,,,,
talk,3,五和,,,
bgm,play,30010006,,,
talk,4,建宮 斎字,,,
talk,5,五和,,,
talk,6,建宮 斎字,,,
talk,7,建宮 斎字,,,
talk,8,五和,,,
talk,9,建宮 斎字,,,
talk,10,建宮 斎字,,,
talk,11,建宮 斎字,,,
talk,12,五和,,,
talk,13,建宮 斎字,,,
bgm,stop,,,,
talk,14,建宮 斎字,,,
bgm,play,30010001,,,
talk,15,五和,,,
talk,16,五和,,,
talk,17,建宮 斎字,,,
se,play,300200000440,,,
wait,1,
talk,18,五和,,,
talk,19,建宮 斎字,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
+建宮 斎字.fade,out,0.5,
+五和.fade,out,0.5,
place,建宮 斎字,イリス,五和,
+建宮 斎字.fade,in,0.5,
+五和.fade,in,0.5,
+イリス.fade,in,0.5,
+建宮 斎字.facial,10,
+五和.facial,15,
+focus,on,イリス,
wait,1,,,,
fade,in,1,#FFFFFF,0,
+se,play,300200000480,,,
talk,20,イリス,,,
+talk,show,1,
talk,21,五和,,,
talk,22,イリス,,,
talk,23,イリス,,,
talk,24,建宮 斎字,,,
bgm,stop,,,,
talk,25,五和,,,
bgm,play,30010003,,,
talk,26,イリス,,,
talk,27,五和,,,
talk,28,イリス,,,
se,play,300200000460,,,
talk,29,五和,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
建宮 斎字.facial,10,
+五和.facial,12,
+イリス.facial,22,
focus,on,イリス,
wait,1,,,,
fade,in,1,#FFFFFF,0,
talk,30,イリス,,,
+talk,show,1,
talk,31,五和,,,
talk,32,イリス,,,
talk,33,建宮 斎字,,,
talk,34,イリス,,,
talk,35,建宮 斎字,,,
talk,36,五和,,,
talk,37,イリス,,,
talk,38,イリス,,,
talk,39,五和,,,
talk,40,イリス,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
