#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020916,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010017,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,#,,,,
#,#,,,,
talk,1,固法 美偉,,,
+talk,show,1,
#,#,,,,
talk,2,御坂 美琴,,,
#,#,,,,
talk,3,白井 黒子,,,
talk,4,御坂 美琴,,,
#,#,,,,
talk,5,御坂 美琴,,,
#,#,,,,
talk,6,初春 飾利,,,
talk,7,佐天 涙子,,,
talk,8,固法 美偉,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,ef_com_00000_001_009_01,"(0,0)",0,0,
image,100020916,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
fade,in,1,#FFFFFF,0,
wait,1,
talk,9,布束 砥信,,,
+talk,show,1,
talk,10,布束 砥信,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,stop,,,,
image,100020916,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
wait,1,
fade,in,1,#FFFFFF,0,
wait,1,
talk,11,御坂 美琴,,,
+talk,show,1,
#,#,,,,
talk,12,御坂 美琴,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,ef_com_00000_001_009_01,"(0,0)",0,0,
image,100020327,7,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
wait,1,
fade,in,1,#FFFFFF,0,
wait,1,
talk,13,初春 飾利,,,
+talk,show,1,
#,#,,,,
talk,14,佐天 涙子,,,
talk,15,初春 飾利,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,stop,,,,
image,100020916,3,シーン03,
シーン03.fade,in,0.5,
シーン04.fade,out,0.1,
wait,1,
fade,in,1,#FFFFFF,0,
wait,1,
talk,16,白井 黒子,,,
+talk,show,1,
#,#,,,,
talk,17,白井 黒子,,,
talk,18,御坂 美琴,,,
#,#,,,,
talk,19,御坂 美琴,,,
talk,20,初春 飾利,,,
talk,21,固法 美偉,,,
talk,22,佐天 涙子,,,
#,#,,,,
talk,23,佐天 涙子,,,
#,#,,,,
talk,24,御坂 美琴,,,
talk,25,佐天 涙子,,,
#,#,,,,
image,100020916,1,シーン01,
シーン01.fade,in,0.5,
シーン03.fade,out,0.1,
talk,26,御坂 美琴,,,
talk,27,御坂 美琴,,,
#,#,,,,
talk,28,白井 黒子,,,
#,#,,,,
talk,29,固法 美偉,,,
#,#,,,,
talk,30,固法 美偉,,,
talk,31,固法 美偉,,,
talk,32,初春 飾利,,,
#,#,,,,
talk,33,白井 黒子,,,
talk,34,御坂 美琴,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
