#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020826,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010001,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,#,,,,
#,#,,,,
talk,1,佐天 涙子,,,
+talk,show,1,
#,#,,,,
image,100020826,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,2,白井 黒子,,,
talk,3,御坂 美琴,,,
#,#,,,,
talk,4,白井 黒子,,,
talk,5,御坂 美琴,,,
#,#,,,,
se,play,300500000010,,,
image,100020826,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
wait,1,
talk,6,白井 黒子,,,
#,#,,,,
image,100020826,4,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
wait,1,
talk,7,御坂 美琴,,,
#,#,,,,
talk,8,白井 黒子,,,
talk,9,御坂 美琴,,,
#,#,,,,
image,100020826,5,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
wait,1,
talk,10,御坂 美琴,,,
#,#,,,,
talk,11,御坂 美琴,,,
#,#,,,,
talk,12,白井 黒子,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
+se,play,300200000102,,,
talk,show,0,
image,100020826,6,シーン06,
シーン06.fade,in,0.5,
シーン05.fade,out,0.1,
bgm,stop,,,,
wait,1,,,,
bgm,play,30010002,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,13,御坂 美琴,,,
+talk,show,1,
#,#,,,,
talk,14,御坂妹,,,
#,#,,,,
talk,15,御坂 美琴,,,
talk,16,御坂妹,,,
#,#,,,,
talk,17,御坂 美琴,,,
#,#,,,,
talk,18,御坂妹,,,
#,#,,,,
image,100020826,7,シーン07,
シーン07.fade,in,0.5,
シーン06.fade,out,0.1,
wait,1,
talk,19,御坂妹,,,
talk,20,御坂妹,,,
#,#,,,,
talk,21,御坂 美琴,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,ef_com_00000_001_009_01,"(0,0)",0,0,
image,100020826,8,シーン08,
シーン08.fade,in,0.5,
シーン07.fade,out,0.1,
bgm,stop,,,,
wait,1,,,,
bgm,play,30010018,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,22,御坂妹,,,
+talk,show,1,
#,#,,,,
se,play,300200000480,,,
talk,23,フェブリ,,,
#,#,,,,
talk,24,御坂妹,,,
talk,25,フェブリ,,,
#,#,,,,
talk,26,御坂妹,,,
talk,27,御坂妹,,,
#,#,,,,
image,100020826,9,シーン09,
シーン09.fade,in,0.5,
シーン08.fade,out,0.1,
wait,1,
talk,28,フェブリ,,,
talk,29,御坂妹,,,
#,#,,,,
talk,30,御坂妹,,,
#,#,,,,
talk,31,フェブリ,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,stop,,,,
image,100020826,10,シーン10,
シーン10.fade,in,0.5,
シーン09.fade,out,0.1,
bgm,stop,,,,
wait,1,,,,
bgm,play,30010002,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,32,御坂 美琴,,,
+talk,show,1,
#,#,,,,
talk,33,御坂 美琴,,,
talk,34,御坂 美琴,,,
#,#,,,,
talk,35,御坂妹,,,
talk,36,御坂妹,,,
talk,37,御坂 美琴,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,ef_com_00000_001_009_01,"(0,0)",0,0,
image,100020826,11,シーン11,
シーン11.fade,in,0.5,
シーン10.fade,out,0.1,
wait,1,,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,38,御坂妹,,,
+talk,show,1,
#,#,,,,
talk,39,御坂妹,,,
talk,40,御坂妹,,,
#,#,,,,
talk,41,御坂妹,,,
talk,42,御坂 美琴,,,
#,#,,,,
image,100020602,7,シーン12,
シーン12.fade,in,0.5,
シーン11.fade,out,0.1,
wait,1,
talk,43,御坂 美琴,,,
#,#,,,,
talk,44,御坂 美琴,,,
talk,45,御坂 美琴,,,
#,#,,,,
talk,46,御坂 美琴,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,stop,,,,
image,100020826,12,シーン13,
シーン13.fade,in,0.5,
シーン12.fade,out,0.1,
wait,1,,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,47,御坂妹,,,
+talk,show,1,
#,#,,,,
talk,48,御坂妹,,,
talk,49,御坂 美琴,,,
#,#,,,,
talk,50,御坂妹,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
