#command,param1,param2,param3,param4,param5,
#,
control,1,
stage,16002003,,,,,
bgm,stop,,,,,
chara,66000801,浜面 仕上(ドラゴンライダー),10,
chara,66001201,浜面 仕上,10,
chara,13000901,一方通行,23,
chara,1000501,上条 当麻,10,
chara,44000101,黒夜 海鳥,20,
chara,18000201,絹旗 最愛,14,
+place,絹旗 最愛,空白,
+focus,on,浜面 仕上,
bgm,play,30010009,,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,絹旗 最愛,,,,
+talk,show,1,
talk,2,絹旗 最愛,,,,
talk,3,一方通行,,,,
+se,play,300200000480,,,,
+一方通行.fade,in,0.5,
+place,絹旗 最愛,一方通行,
talk,4,一方通行,,,,
talk,5,絹旗 最愛,,,,
talk,6,一方通行,,,,
talk,7,絹旗 最愛,,,,
talk,8,一方通行,,,,
talk,9,絹旗 最愛,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
talk,show,0,,,,
stage,7008003,
絹旗 最愛.fade,out,0.5,
+一方通行.fade,out,0.5,
絹旗 最愛.fade,out,0.5,
+place,黒夜 海鳥,
+focus,on,黒夜 海鳥,
wait,1,
fade,in,1,#000000,0,,
bgm,play,30010011,,,,
talk,10,黒夜 海鳥,,,,
+talk,show,1,
se,play,300700001040,,,,
+focus,off,黒夜 海鳥,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,2,
talk,11,黒夜 海鳥,,,,
talk,12,黒夜 海鳥,,,,
talk,13,黒夜 海鳥,,,,
se,play,300200000021,,,,
talk,14,黒夜 海鳥,,,,
talk,15,黒夜 海鳥,,,,
wait,1,
bgm,stop,,,,,
黒夜 海鳥.fade,out,0.5,
+talk,show,0,
wait,1.5,
se,play,300200000480,,,,
+黒夜 海鳥.fade,in,0.5,
+一方通行.fade,in,0.5,
+place,一方通行,黒夜 海鳥,
+focus,off,一方通行,黒夜 海鳥,
wait,1.5,
bgm,play,30010014,,,,
talk,16,黒夜 海鳥,,,,
+talk,show,1,
talk,17,黒夜 海鳥,,,,
talk,18,黒夜 海鳥,,,,
talk,19,黒夜 海鳥,,,,
talk,20,黒夜 海鳥,,,,
talk,21,黒夜 海鳥,,,,
talk,22,黒夜 海鳥,,,,
talk,23,一方通行,,,,
talk,24,黒夜 海鳥,,,,
talk,25,黒夜 海鳥,,,,
talk,26,黒夜 海鳥,,,,
talk,27,黒夜 海鳥,,,,
talk,28,一方通行,,,,
talk,29,黒夜 海鳥,,,,
talk,30,一方通行,,,,
talk,31,黒夜 海鳥,,,,
talk,32,黒夜 海鳥,,,,
talk,33,黒夜 海鳥,,,,
talk,34,黒夜 海鳥,,,,
talk,35,黒夜 海鳥,,,,
talk,36,一方通行,,,,
talk,37,黒夜 海鳥,,,,
talk,38,黒夜 海鳥,,,,
talk,39,黒夜 海鳥,,,,
talk,40,黒夜 海鳥,,,,
talk,41,黒夜 海鳥,,,,
talk,42,黒夜 海鳥,,,,
talk,43,黒夜 海鳥,,,,
talk,44,黒夜 海鳥,,,,
+se,play,300800000970,,,,
wait,1,
bgm,stop,,,,,
talk,45,一方通行,,,,
talk,46,黒夜 海鳥,,,,
talk,47,一方通行,,,,
talk,48,黒夜 海鳥,,,,
bgm,play,30010021,,,,
talk,49,一方通行,,,,
talk,50,一方通行,,,,
talk,51,一方通行,,,,
talk,52,一方通行,,,,
talk,53,黒夜 海鳥,,,,
talk,54,一方通行,,,,
talk,55,一方通行,,,,
se,play,300700000891,,,,
+focus,off,一方通行,黒夜 海鳥,
wait,1.5,
talk,56,黒夜 海鳥,,,,
talk,57,黒夜 海鳥,,,,
wait,1,
黒夜 海鳥.fade,out,0.5,1,
+一方通行.fade,out,0.5,1,
+talk,show,0,
wait,1,
se,play,300600000300,,,,
一方通行.fade,in,0.5,1,
+浜面 仕上(ドラゴンライダー).fade,in,0.5,1,
+黒夜 海鳥.fade,in,0.5,1,
+focus,on,浜面 仕上(ドラゴンライダー),
+place,一方通行,浜面 仕上(ドラゴンライダー),空白,黒夜 海鳥,
wait,2,
talk,58,黒夜 海鳥,,,,
+talk,show,1,
talk,59,黒夜 海鳥,,,,
+se,play,300700001040,,,,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,1,
talk,60,黒夜 海鳥,,,,
+se,play,300700001100,,,,
wait,1,
se,play,300800000980,,,,
wait,2,
talk,61,一方通行,,,,
talk,62,一方通行,,,,
talk,63,一方通行,,,,
talk,64,黒夜 海鳥,,,,
+se,play,300700000060,,,,
talk,65,一方通行,,,,
talk,66,一方通行,,,,
talk,67,黒夜 海鳥,,,,
+黒夜 海鳥.shake,"(0.10,0)","(10,0)",1,
wait,1,
se,play,300700000040,,,,
+黒夜 海鳥.fade,out,0.5,1,
+talk,show,0,
wait,1,
fade,out,1,#000000,0,
bgm,stop,,,,,
talk,show,0,
浜面 仕上(ドラゴンライダー).fade,out,0.5,1,
一方通行.facial,22,
se,play,300700000170,,,,
+浜面 仕上.fade,in,0.5,
+place,一方通行,浜面 仕上,
focus,on,浜面 仕上,
wait,2,
fade,in,1,#000000,0,
bgm,play,30010008,,,,
talk,68,浜面 仕上,,,,
+talk,show,1,
talk,69,一方通行,,,,
talk,70,一方通行,,,,
talk,71,一方通行,,,,
talk,72,浜面 仕上,,,,
talk,73,一方通行,,,,
talk,74,浜面 仕上,,,,
talk,75,一方通行,,,,
talk,76,浜面 仕上,,,,
talk,77,浜面 仕上,,,,
talk,78,一方通行,,,,
talk,79,浜面 仕上,,,,
talk,80,一方通行,,,,
wait,1,
bgm,stop,,,,,
一方通行.fade,out,0.5,1,
+浜面 仕上.fade,out,0.5,1,
+talk,show,0,
wait,1,
se,play,300700000130,,,,
wait,1,
一方通行.fade,in,0.5,1,
+浜面 仕上.fade,in,0.5,1,
+place,一方通行,浜面 仕上,空白,空白,
+focus,off,一方通行,浜面 仕上,
+se,play,300700000130,,,,
wait,1,
talk,81,黒夜 海鳥,,,,
+talk,show,1,
wait,1,
bgm,play,30010012,,,,
talk,82,黒夜 海鳥,,,,
+黒夜 海鳥.fade,in,0.5,1,
+place,一方通行,浜面 仕上,空白,黒夜 海鳥,
wait,1,
talk,83,浜面 仕上,,,,
talk,84,黒夜 海鳥,,,,
talk,85,黒夜 海鳥,,,,
wait,1,
fade,out,1,#000000,0,
bgm,stop,
talk,show,0,
stage,1006,,,,,
浜面 仕上.fade,out,0.5,
+黒夜 海鳥.fade,out,0.5,1,
+一方通行.fade,out,0.5,1,
浜面 仕上.fade,in,0.5,,,,
+浜面 仕上.facial,16,
+place,浜面 仕上,
+focus,on,浜面 仕上,
wait,1,
fade,in,1,#000000,0,
bgm,play,30010015,,,,
talk,86,浜面 仕上,,,,
+talk,show,1,
talk,87,浜面 仕上,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
浜面 仕上.fade,out,0.5,
一方通行.fade,in,0.5,,,,
+place,一方通行,
+一方通行.facial,16,
+focus,on,一方通行,
wait,1,
fade,in,1,#000000,0,
talk,88,一方通行,,,,
+talk,show,1,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
一方通行.fade,out,0.5,
浜面 仕上.fade,in,0.5,,,,
+place,浜面 仕上,
+浜面 仕上.facial,16,
+focus,on,浜面 仕上,
wait,1,
fade,in,1,#000000,0,
talk,89,浜面 仕上,,,,
+talk,show,1,
talk,90,浜面 仕上,,,,
talk,91,浜面 仕上,,,,
+浜面 仕上.shake,"(0.10,0)","(10,0)",1,
+se,play,300700000040,,,,
wait,1,
bgm,stop,,,,,
fade,out,1,#FFFFFF,0,
+se,play,300200000170,,,,
stage,7008003,,,,,
talk,show,0,
浜面 仕上.fade,out,0.5,
浜面 仕上.fade,in,0.5,
+黒夜 海鳥.fade,in,0.5,
+一方通行.fade,in,0.5,
+黒夜 海鳥.facial,16,
+浜面 仕上.facial,15,
+place,一方通行,浜面 仕上,空白,黒夜 海鳥,
+focus,on,浜面 仕上,
wait,0.5,
fade,in,1,#FFFFFF,0,
talk,92,浜面 仕上,,,,
+talk,show,1,
talk,93,黒夜 海鳥,,,,
wait,1,
se,play,300700000040,,,,
+黒夜 海鳥.fade,out,0.5,1,
+talk,show,0,
wait,1,
talk,94,浜面たち,,,,
+talk,show,1,
+一方通行.facial,15,,1,
+focus,on,浜面 仕上,一方通行,
wait,1,
talk,95,上条 当麻,,,,
+se,play,300200000480,,,,
+上条 当麻.fade,in,0.5,1,
+place,一方通行,浜面 仕上,空白,上条 当麻,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],,,,, ,
