#command,param1,param2,param3,param4,
#,
control,1,
stage,500003001,,,,
bgm,stop,,,,
chara,1002101,上条 当麻,10,
chara,4002801,御坂 美琴,14,
chara,2002501,インデックス,14,
+御坂 美琴.fade,out,0.1,
+インデックス.fade,out,0.1,
+place,上条 当麻,
+focus,on,上条 当麻,
bgm,play,30010001,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,上条 当麻,,,
+talk,show,1,
talk,2,上条 当麻,,,
talk,3,上条 当麻,,,
talk,4,上条 当麻,,,
talk,5,上条 当麻,,,
talk,6,上条 当麻,,,
talk,7,上条 当麻,,,
talk,show,0,
+上条 当麻.fade,out,0.5,
wait,1,
place,御坂 美琴,インデックス,上条 当麻,
+御坂 美琴.fade,in,0.5,
+インデックス.fade,in,0.5,
+上条 当麻.fade,in,0.5,
+focus,on,上条 当麻,
se,play,300400000010,,,
wait,1,
+se,play,300200000480,,,
talk,8,上条 当麻,,,
+talk,show,1,
talk,9,上条 当麻,,,
talk,10,インデックス,,,
talk,11,御坂 美琴,,,
bgm,stop,,,,
talk,12,上条 当麻,,,
bgm,play,30010005,,,
talk,13,上条 当麻,,,
talk,14,御坂 美琴,,,
talk,15,インデックス,,,
talk,16,上条 当麻,,,
talk,17,インデックス,,,
talk,18,上条 当麻,,,
fade,out,0.3,#FFFFFF,0,
se,play,300200000170,,,
fade,in,0.3,#FFFFFF,0,
talk,19,インデックス,,,
talk,20,御坂 美琴,,,
talk,21,上条 当麻,,,
talk,22,上条 当麻,,,
talk,23,御坂 美琴,,,
talk,24,上条 当麻,,,
talk,25,御坂 美琴,,,
fade,out,0.3,#FFFFFF,0,
se,play,300200000170,,,
fade,in,0.3,#FFFFFF,0,
talk,26,御坂 美琴,,,
talk,27,上条 当麻,,,
talk,28,御坂 美琴,,,
talk,29,インデックス,,,
talk,30,上条 当麻,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
