#command,param1,param2,param3,param4,
#,
stage,7004002,,,,
control,1,
bgm,stop,
chara,502000106,ＤＡ隊員,15,
chara,92000101,エステル,15,
chara,13001001,一方通行,11,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+place,ＤＡ隊員,空白,一方通行,
+focus,on,ＤＡ隊員,
talk,1,ＤＡ隊員,,,
+talk,show,1,
talk,2,ＤＡ隊員,,,
stage.shake,"(0.10,0)","(10,0)",1,,
+ＤＡ隊員.fade,out,0.5,
+se,play,300700000040,,,
+talk,show,0,
talk,3,一方通行,,,
+talk,show,1,
bgm,play,30010022,,,
+一方通行.fade,out,0.5,
place,一方通行,空白,エステル,
+一方通行.fade,in,0.5,
+エステル.fade,in,0.5,
+talk,4,エステル,,,
talk,5,一方通行,,,
talk,6,エステル,,,
talk,7,一方通行,,,
talk,8,エステル,,,
talk,9,一方通行,,,
talk,10,エステル,,,
talk,11,一方通行,,,
talk,12,エステル,,,
talk,13,エステル,,,
talk,14,一方通行,,,
talk,15,エステル,,,
talk,16,エステル,,,
talk,17,一方通行,,,
talk,18,一方通行,,,
talk,19,エステル,,,
talk,20,一方通行,,,
talk,21,エステル,,,
talk,22,一方通行,,,
talk,23,エステル,,,
talk,24,一方通行,,,
talk,25,エステル,,,
talk,26,一方通行,,,
talk,27,エステル,,,
talk,28,一方通行,,,
talk,29,エステル,,,
talk,30,一方通行,,,
talk,31,エステル,,,
talk,32,一方通行,,,
talk,33,エステル,,,
talk,34,一方通行,,,
talk,35,エステル,,,
talk,36,一方通行,,,
talk,37,エステル,,,
talk,38,一方通行,,,
talk,39,一方通行,,,
talk,40,エステル,,,
talk,41,一方通行,,,
一方通行.move,0,4,
+一方通行.fade,out,0.5,
+se,play,300200000022,,,
+talk,show,0,
wait,1.5,
エステル.move,2,1,
+se,play,300200000480,,,
talk,42,エステル,,,
+talk,show,1,
talk,43,エステル,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
