#command,param1,param2,param3,param4,
#,
print,魔術サイドストーリー Chapter12,
stage,007008003,,,,
control,1,
bgm,stop,
chara,24000101,ステイル,10,
chara,34000101,サーシャ,16,
fade,in,1,#000000,0,
+focus,on,サーシャ,
+place,ステイル,空白,サーシャ,
+talk,start,
+talk,show,0,
bgm,play,30010017,,,
wait,0.5,
talk,1,サーシャ,,,
+talk,show,1,
talk,2,サーシャ,,,
screen.effect,ef_com_00000_001_008_00,"(0,0)",1,0,
+se,play,300800000470,,,
wait,1,
talk,3,ステイル,,,
bgm,stop,
se,play,300800000470,,,
+サーシャ.fade,out,0.5,
wait,1,
talk,4,ステイル,,,
+ステイル.move,0,1,1,
talk,5,ステイル,,,
se,play,300100000430,,,
wait,1,
bgm,play,30010008,,,
talk,6,ローラ,,,
talk,7,ステイル,,,
talk,8,ローラ,,,
talk,9,ステイル,,,
talk,10,ローラ,,,
talk,11,ステイル,,,
talk,12,ローラ,,,
talk,13,ステイル,,,
talk,14,ローラ,,,
talk,15,ローラ,,,
talk,16,ステイル,,,
talk,17,ローラ,,,
talk,18,ローラ,,,
talk,19,ステイル,,,
talk,20,ローラ,,,
talk,21,ローラ,,,
talk,22,ローラ,,,
se,play,300100000440,,,
wait,1,
talk,23,ステイル,,,
talk,24,ステイル,,,
talk,25,ステイル,,,
talk,26,ステイル,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
