#command,param1,param2,param3,param4,
print,チャプター16：上条当麻の学校　上条 当麻　姫神 秋沙　,
control,1,
bgm,stop,
stage,2003001,,,,
bgm,play,30010006,,,
chara,1000101,上条 当麻,15,
chara,23000101,姫神 秋沙,11,
place,姫神 秋沙,上条 当麻,
+上条 当麻.fade,out,0.1,
+姫神 秋沙.fade,out,0.1,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
上条 当麻.fade,in,0.5,
+talk,1,上条 当麻,,,
+talk,show,1,
姫神 秋沙.fade,in,0.5,
+talk,2,姫神 秋沙,,,
talk,3,上条 当麻,,,
talk,4,姫神 秋沙,,,
talk,5,上条 当麻,,,
talk,6,姫神 秋沙,,,
talk,7,上条 当麻,,,
talk,8,姫神 秋沙,,,
talk,9,上条 当麻,,,
talk,10,姫神 秋沙,,,
talk,11,上条 当麻,,,
talk,12,姫神 秋沙,,,
talk,13,上条 当麻,,,
talk,14,姫神 秋沙,,,
姫神 秋沙.move,0,4,1,,
+姫神 秋沙.fade,out,0.5,
talk,15,上条 当麻,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],














































