#command,param1,param2,param3,param4,
#,
stage,5004002,,,,
control,1,
bgm,stop,
chara,102000301,削板 軍覇,10,
place,削板 軍覇,
+focus,on,削板 軍覇,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,削板 軍覇,
+talk,show,1,
+削板 軍覇.shake,"(0,0.5,0)","(0,1)",1,
bgm,play,30010001,,,
talk,2,削板 軍覇,,,
talk,3,削板 軍覇,,,
talk,4,削板 軍覇,,,
talk,5,削板 軍覇,,,
talk,6,削板 軍覇,,,
talk,7,削板 軍覇,,,
talk,8,削板 軍覇,,,
talk,9,削板 軍覇,,,
talk,10,削板 軍覇,,,
talk,11,削板 軍覇,,,
talk,12,削板 軍覇,,,
talk,13,削板 軍覇,,,
talk,14,削板 軍覇,,,
talk,15,削板 軍覇,,,
talk,16,削板 軍覇,,,
talk,17,削板 軍覇,,,
talk,18,削板 軍覇,,,
talk,19,削板 軍覇,,,
talk,20,削板 軍覇,,,
talk,21,削板 軍覇,,,
talk,22,削板 軍覇,,,
fade,out,1,#000000,0,
bgm,stop,
stage,1006,,,,
talk,show,0,
+削板 軍覇.facial,21,
+focus,on,削板 軍覇,
wait,1,
fade,in,1,#000000,0,
bgm,play,30010020,,,
talk,23,削板 軍覇,,,
+talk,show,1,
talk,24,削板 軍覇,,,
+screen.effect,ef_com_00000_001_002_00,"(0,0)",2,0,
wait,1,
talk,25,削板 軍覇,,,
+screen.effect,ef_com_00000_001_002_00,"(0,0)",2,0,
wait,1,
talk,26,削板 軍覇,,,
+削板 軍覇.shake,"(0.10,0)","(10,0)",1,
talk,27,削板 軍覇,,,
+screen.effect,ef_com_00000_001_002_00,"(0,0)",2,0,
wait,1,
talk,28,削板 軍覇,,,
talk,29,削板 軍覇,,,
fade,out,1,#000000,0,
bgm,stop,
+screen.effect,delete,
stage,5004002,,,,
talk,show,0,
+削板 軍覇.facial,12,
+focus,on,削板 軍覇,
wait,1,
fade,in,1,#000000,0,
bgm,play,30010001,,,
talk,30,削板 軍覇,,,
+talk,show,1,
talk,31,削板 軍覇,,,
talk,32,削板 軍覇,,,
talk,33,削板 軍覇,,,
talk,34,削板 軍覇,,,
+削板 軍覇.shake,"(0.10,0)","(10,0)",1,
talk,35,削板 軍覇,,,
talk,36,削板 軍覇,,,
talk,37,削板 軍覇,,,
talk,38,削板 軍覇,,,
talk,39,削板 軍覇,,,
talk,40,削板 軍覇,,,
talk,41,削板 軍覇,,,
+削板 軍覇.effect,ef_com_00000_001_000_00,"(100,-450)",2,0,
wait,1,
talk,42,削板 軍覇,,,
+削板 軍覇.effect,delete,
talk,43,削板 軍覇,,,
talk,44,削板 軍覇,,,
talk,45,削板 軍覇,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
