#command,param1,param2,param3,param4,
#,
print,五和 チャプター07,
control,1,
bgm,stop,
stage,12002003,,,,
bgm,play,030010004,,,
chara,516000106,不良Ｂ,10,
chara,504000106,不良Ａ,10,
chara,30000101,五和,14,
chara,1000101,上条 当麻,10,
chara,2000101,インデックス,10,
五和.fade,out,0.1,
+上条 当麻.fade,out,0.1,
+インデックス.fade,out,0.1,
+不良Ａ.fade,out,0.1,
+不良Ｂ.fade,out,0.1,
place,五和,上条 当麻,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
五和.fade,in,0.5,
+talk,1,五和,,,
+talk,show,1,
上条 当麻.fade,in,0.5,
+talk,2,上条 当麻,,,
talk,3,五和,,,
talk,4,五和,,,
talk,5,上条 当麻,,,
talk,6,上条 当麻,,,
talk,7,五和,,,
talk,8,上条 当麻,,,
talk,9,五和,,,
fade,out,1.5,#FFFFFF,0,
+talk,show,0,
五和.fade,out,0.1,
+上条 当麻.fade,out,0.1,
五和.facial,10,
+上条 当麻.facial,12,
+不良Ａ.facial,12,
+不良Ｂ.facial,12,
stage,17002003,,,,
place,五和,上条 当麻,不良Ａ,不良Ｂ,
bgm,play,30010002,,,
wait,0.5,
fade,in,1.5,#FFFFFF,0,
上条 当麻.fade,in,0.5,
+talk,10,上条 当麻,,,
+talk,show,1,
五和.fade,in,0.5,
+talk,11,五和,,,
talk,12,上条 当麻,,,
talk,13,五和,,,
talk,14,五和,,,
bgm,play,30010010,,,
不良Ａ.fade,in,0.5,
+talk,15,不良Ａ,,,
+不良Ａ.move,5,2,1,
不良Ｂ.fade,in,0.5,
+talk,16,不良Ｂ,,,
+不良Ｂ.move,5,3,1,
talk,17,上条 当麻,,,
talk,18,五和,,,
talk,19,上条 当麻,,,
talk,20,不良Ａ,,,
talk,21,五和,,,
talk,22,不良Ａ,,,
talk,23,五和,,,
+se,play,300400000160,,,
+五和.shake,"(0.10,0)","(10,0)",1,
talk,24,不良Ｂ,,,
talk,25,上条 当麻,,,
talk,26,五和,,,
talk,27,不良Ｂ,,,
talk,28,不良Ａ,,,
talk,29,上条 当麻,,,
talk,30,上条 当麻,,,
+se,play,300200000150,,,
不良Ａ.fade,out,0.5,,,
+不良Ｂ.fade,out,0.5,
talk,31,五和,,,
talk,32,上条 当麻,,,
talk,33,五和,,,
talk,34,上条 当麻,,,
talk,35,五和,,,
fade,out,1.5,#FFFFFF,0,
+talk,show,0,
五和.fade,out,0.1,
+上条 当麻.fade,out,0.1,
五和.facial,16,
+上条 当麻.facial,10,
+インデックス.facial,15,
place,五和,上条 当麻,インデックス,
bgm,play,030010004,,,
wait,0.5,
fade,in,1.5,#FFFFFF,0,
五和.fade,in,0.5,
+talk,36,五和,,,
+talk,show,1,
talk,37,五和,,,
talk,38,五和,,,
上条 当麻.fade,in,0.5,
+talk,39,上条 当麻,,,
talk,40,五和,,,
talk,41,五和,,,
talk,42,上条 当麻,,,
talk,43,五和,,,
se,play,300700000040,,,
+五和.shake,"(0.10,0)","(10,0)",1,
+上条 当麻.shake,"(0.10,0)","(10,0)",1,
se,play,300200000640,,,
talk,44,上条 当麻,,,
bgm,play,30010007,,,
talk,45,五和,,,
talk,46,上条 当麻,,,
talk,47,上条 当麻,,,
talk,48,五和,,,
talk,49,上条 当麻,,,
talk,50,五和,,,
talk,51,上条 当麻,,,
bgm,play,30010022,,,
talk,52,上条 当麻,,,
talk,53,五和,,,
talk,54,上条 当麻,,,
talk,55,五和,,,
talk,56,五和,,,
talk,57,五和,,,
bgm,stop,
インデックス.fade,in,0.5,
+talk,58,インデックス,,,
+インデックス.move,5,2,1,
talk,59,上条 当麻,,,
+bgm,play,30010005,,,
talk,60,インデックス,,,
talk,61,上条 当麻,,,
se,play,0300200000180,,,
+上条 当麻.shake,"(0.10,0)","(10,0)",1,
talk,62,上条 当麻,,,
上条 当麻.fade,out,0.5,,,
+インデックス.fade,out,0.5,
bgm,play,030010004,,,
talk,63,五和,,,
talk,64,五和,,,
talk,65,五和,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








