#command,param1,param2,param3,param4,param5,
#,
control,1,
stage,7002001,,,,,
bgm,stop,,,,,
chara,21000201,ミサカ一〇〇四六号,10,
chara,92000101,エステル,10,
chara,22000101,打ち止め,10,
+place,エステル,打ち止め,
+focus,on,打ち止め,
bgm,play,30010001,,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,打ち止め,,,,
+talk,show,1,
talk,2,エステル,,,,
talk,3,エステル,,,,
talk,4,エステル,,,,
talk,5,エステル,,,,
talk,6,打ち止め,,,,
bgm,stop,,,,,
talk,7,打ち止め,,,,
+se,play,300200000810,,,,
+打ち止め.shake,"(0.80,0)","(1,2)",2,
wait,1,
bgm,play,30010003,,,,
talk,8,打ち止め,,,,
talk,9,打ち止め,,,,
talk,10,エステル,,,,
talk,11,打ち止め,,,,
talk,12,エステル,,,,
talk,13,エステル,,,,
talk,14,打ち止め,,,,
talk,15,打ち止め,,,,
talk,16,エステル,,,,
talk,17,打ち止め,,,,
talk,18,打ち止め,,,,
talk,19,打ち止め,,,,
talk,20,エステル,,,,
talk,21,エステル,,,,
talk,22,エステル,,,,
talk,23,打ち止め,,,,
talk,24,エステル,,,,
talk,25,打ち止め,,,,
talk,26,打ち止め,,,,
talk,27,打ち止め,,,,
talk,28,エステル,,,,
bgm,play,30010006,,,,
talk,29,エステル,,,,
talk,30,エステル,,,,
talk,31,打ち止め,,,,
talk,32,打ち止め,,,,
talk,33,打ち止め,,,,
talk,34,打ち止め,,,,
talk,35,エステル,,,,
talk,36,エステル,,,,
talk,37,打ち止め,,,,
talk,38,打ち止め,,,,
talk,39,打ち止め,,,,
talk,40,エステル,,,,
talk,41,エステル,,,,
talk,42,エステルたち,,,,
+focus,on,エステル,打ち止め,
wait,1,
bgm,play,30010006,,,,
se,play,300200000240,,,,
+focus,off,エステル,打ち止め,
+talk,show,0,
wait,2,
bgm,play,30010003,,,,
se,play,300200000760,,,,
talk,43,常盤台中の生徒Ａ,,,,
+talk,show,1,
talk,44,常盤台中の生徒Ｂ,,,,
talk,45,常盤台中の生徒Ｂ,,,,
talk,46,常盤台中の生徒Ａ,,,,
talk,47,常盤台中の生徒Ａ,,,,
talk,48,常盤台中の生徒Ｂ,,,,
talk,49,常盤台中の生徒Ｂ,,,,
se,play,300200000062,,,,
+talk,show,0,
wait,2,
talk,50,打ち止め,,,,
+talk,show,打ち止め,
talk,51,打ち止め,,,,
talk,52,打ち止め,,,,
talk,53,エステル,,,,
talk,54,エステル,,,,
talk,55,エステル,,,,
talk,56,打ち止め,,,,
+打ち止め.shake,"(0,0.5,0)","(0,3)",1,
wait,0.5,
talk,57,打ち止め,,,,
talk,58,打ち止め,,,,
talk,59,エステル,,,,
talk,60,打ち止め,,,,
talk,61,エステル,,,,
talk,62,打ち止め,,,,
talk,63,打ち止め,,,,
wait,1,
エステル.fade,out,0.5,
+打ち止め.fade,out,0.5,
+talk,show,0,
wait,0.5,
se,play,300200000480,,,,
+ミサカ一〇〇四六号.fade,in,0.5,
+エステル.fade,in,0.5,
+打ち止め.fade,in,0.5,
+focus,off,ミサカ一〇〇四六号,エステル,打ち止め,
+place,ミサカ一〇〇四六号,エステル,打ち止め,
wait,1,
talk,64,ミサカ一〇〇四六号,,,,
+talk,show,1,
talk,65,ミサカ一〇〇四六号,,,,
talk,66,エステル,,,,
talk,67,打ち止め,,,,
talk,68,打ち止め,,,,
talk,69,ミサカ一〇〇四六号,,,,
talk,70,ミサカ一〇〇四六号,,,,
talk,71,エステル,,,,
talk,72,エステル,,,,
talk,73,エステル,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],,,,, ,
