#command,param1,param2,param3,param4,param5,param6,
#,
control,1,
stage,5002001,,,,,,
bgm,stop,,,,,,
chara,4000202,御坂 美琴,10,,,,
chara,1000201,上条 当麻,10,,,,
chara,66000101,浜面 仕上,10,,,,
chara,18000201,絹旗 最愛,11,,,,
chara,2000101,インデックス,11,,,,
+talk,start,
+talk,show,0,
wait,0.5,
place,御坂 美琴,上条 当麻,
+御坂 美琴.fade,in,0.5,
+上条 当麻.fade,in,0.5,
bgm,play,30010001,,,,,
fade,in,1,l,0,
talk,1,上条 当麻,,,,,
+talk,show,1,
talk,2,御坂 美琴,,,,,
talk,3,上条 当麻,,,,,
talk,4,御坂 美琴,,,,,
talk,5,上条 当麻,,,,,
talk,6,御坂 美琴,,,,,
talk,7,上条 当麻,,,,,
talk,8,御坂 美琴,,,,,
talk,9,御坂 美琴,,,,,
talk,10,上条 当麻,,,,,
talk,11,御坂 美琴,,,,,
talk,12,御坂 美琴,,,,,
talk,13,上条 当麻,,,,,
talk,14,御坂 美琴,,,,,
talk,15,上条 当麻,,,,,
talk,16,御坂 美琴,,,,,
wait,1,
fade,out,1,#FFFFFF,0,,,
御坂 美琴.fade,out,0.5,
+上条 当麻.fade,out,0.5,
+talk,show,0,
stage,7003001,,,,,,
place,絹旗 最愛,浜面 仕上,
+絹旗 最愛.fade,in,0.5,
+浜面 仕上.fade,in,0.5,
fade,in,1,#FFFFFF,0,
talk,17,絹旗 最愛,,,,,
+talk,show,1,
talk,18,浜面 仕上,,,,,
talk,19,絹旗 最愛,,,,,
talk,20,絹旗 最愛,,,,,
talk,21,浜面 仕上,,,,,
talk,22,浜面 仕上,,,,,
talk,23,絹旗 最愛,,,,,
talk,24,浜面 仕上,,,,,
talk,25,浜面 仕上,,,,,
talk,26,絹旗 最愛,,,,,
絹旗 最愛.move,0,1,0.3,
絹旗 最愛.move,1,0,0.3,
+se,play,300700000010,,,,,
+浜面 仕上.shake,"(0.10,0)","(10,0)",1,
talk,27,浜面 仕上,,,,,
+se,play,300200000510,,,,,
talk,28,絹旗 最愛,,,,,
talk,29,浜面 仕上,,,,,
wait,1,
fade,out,1,#FFFFFF,0,,,
絹旗 最愛.fade,out,0.5,
+浜面 仕上.fade,out,0.5,
+talk,show,0,
stage,1003001,,,,,,
place,上条 当麻,インデックス,
+上条 当麻.fade,in,0.5,
+インデックス.fade,in,0.5,
+上条 当麻.facial,15,
fade,in,1,#FFFFFF,0,
talk,30,上条 当麻,,,,,
+talk,show,1,
+se,play,300400000010,,,,,
talk,31,インデックス,,,,,
talk,32,上条 当麻,,,,,
talk,33,インデックス,,,,,
talk,34,上条 当麻,,,,,
talk,35,インデックス,,,,,
talk,36,上条 当麻,,,,,
talk,37,上条 当麻,,,,,
talk,38,インデックス,,,,,
talk,39,上条 当麻,,,,,
talk,40,インデックス,,,,,
talk,41,上条 当麻,,,,,
talk,42,インデックス,,,,,
talk,43,上条 当麻,,,,,
talk,44,上条 当麻,,,,,
talk,45,インデックス,,,,,
wait,3,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
