#command,param1,param2,param3,param4,
#,
print,とある魔術の禁書目録13巻 チャプター26,
stage,7018003,,,,
control,1,
bgm,stop,
+chara,1000501,上条 当麻,10,
+chara,63000101,ヴェント,10,
+place,上条 当麻,ヴェント,
+image,999999999,0,シーン00,
+image,100011326,4,シーン04,
+fade,in,1,#000000,0,
+シーン00.fade,in,0.1,
+talk,start,
+talk,show,0,,,
bgm,play,30010017,1,,
シーン04.fade,in,0.5,
se,play,300700000050,,,
シーン00.fade,out,0.1,
wait,1,
talk,8,ヴェント,,,
+talk,show,1,,,
talk,9,上条 当麻,,,
fade,out,1,#000000,0,
talk,show,0,
ヴェント.facial,16,
上条 当麻.facial,20,
+focus,on,ヴェント,
シーン04.fade,out,0.1,
wait,1,
fade,in,1,#000000,0,
talk,10,ヴェント,,,
+talk,show,1,,,
talk,11,ヴェント,,,
talk,12,ヴェント,,,
talk,13,ヴェント,,,
talk,14,上条 当麻,,,
talk,15,上条 当麻,,,
talk,16,ヴェント,,,
bgm,stop,
talk,17,ヴェント,,,
talk,18,上条 当麻,,,
bgm,play,30010018,1,,
talk,19,ヴェント,,,
talk,20,ヴェント,,,
talk,21,ヴェント,,,
talk,22,ヴェント,,,
talk,23,上条 当麻,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
image,100011326,5,シーン05,
シーン05.fade,in,0.5,,,
screen.effect,ef_com_00000_001_009_00,"(0,0)",1,0,
fade,in,1,#FFFFFF,0,
wait,1,
talk,24,ヴェント,,,
+talk,show,1,,,
talk,25,ヴェント,,,
talk,26,ヴェント,,,
talk,27,ヴェント,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,delete,
ヴェント.facial,10,
上条 当麻.facial,20,
+focus,on,ヴェント,
シーン05.fade,out,0.1,,,
wait,1,
fade,in,1,#FFFFFF,0,
talk,28,ヴェント,,,
+talk,show,1,,,
talk,29,ヴェント,,,
talk,30,ヴェント,,,
talk,31,ヴェント,,,
talk,32,ヴェント,,,
talk,33,ヴェント,,,
talk,34,ヴェント,,,
talk,35,ヴェント,,,
bgm,stop,
talk,36,上条 当麻,,,
talk,37,ヴェント,,,
bgm,play,30010020,1,,
talk,38,上条 当麻,,,
talk,39,上条 当麻,,,
talk,40,上条 当麻,,,
talk,41,上条 当麻,,,
talk,42,ヴェント,,,
talk,43,上条 当麻,,,
talk,44,上条 当麻,,,
talk,45,上条 当麻,,,
talk,46,ヴェント,,,
talk,47,ヴェント,,,
talk,48,ヴェント,,,
talk,49,上条 当麻,,,
talk,50,ヴェント,,,
talk,51,上条 当麻,,,
talk,52,上条 当麻,,,
talk,53,上条 当麻,,,
talk,54,ヴェント,,,
talk,55,上条 当麻,,,
talk,56,ヴェント,,,
talk,57,上条 当麻,,,
talk,58,上条 当麻,,,
talk,59,上条 当麻,,,
talk,60,ヴェント,,,
talk,61,ヴェント,,,
talk,62,上条 当麻,,,
image,100011326,6,シーン06,,
シーン06.fade,in,0.5,,,
se,play,300700000730,,,
+シーン06.shake,"(0.10,0)","(10,0)",1,
wait,1,
talk,63,ヴェント,,,
image,100011326,7,シーン07,,
シーン07.fade,in,0.5,,,
se,play,300200000110,,,
シーン06.fade,out,0.5,
wait,1,
talk,64,上条 当麻,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],

