#command,param1,param2,param3,param4,param5,param6,
#,
print,黄泉川ファミリー Chapter02,
control,1,
stage,005002001,,,,,,
bgm,stop,,,,,,
chara,21000101,御坂妹,10,
chara,84000702,番外個体,10,
chara,22000101,打ち止め,10,
+御坂妹.fade,in,0.1,
+番外個体.fade,out,0.1,
+打ち止め.fade,in,0.1,
+place,御坂妹,打ち止め,
+focus,on,打ち止め,
bgm,play,30010001,,,,,
+talk,start,
+talk,show,0,
fade,in,1,#000000,0,
wait,0.5,
talk,show,1,
+talk,1,打ち止め,,,,,
talk,2,御坂妹,,,,,
talk,3,御坂妹,,,,,
talk,4,御坂妹,,,,,
talk,5,打ち止め,,,,,
talk,6,打ち止め,,,,,
talk,7,御坂妹,,,,,
talk,8,打ち止め,,,,,
talk,9,御坂妹,,,,,
talk,10,御坂妹,,,,,
talk,11,打ち止め,,,,,
wait,1,
talk,show,0,
+御坂妹.fade,out,0.5,
+打ち止め.fade,out,0.5,
place,御坂妹,打ち止め,番外個体,
+御坂妹.fade,in,0.5,
+打ち止め.fade,in,0.5,
+番外個体.fade,in,0.5,
+talk,12,番外個体,,,,,
+talk,show,1,
+se,play,300200000480,,,,,
talk,13,御坂妹,,,,,
talk,14,番外個体,,,,,
talk,15,御坂妹,,,,,
talk,16,番外個体,,,,,
talk,17,御坂妹,,,,,
talk,18,番外個体,,,,,
talk,19,御坂妹,,,,,
talk,20,番外個体,,,,,
bgm,stop,,,,,,
talk,21,御坂妹,,,,,
talk,22,御坂妹,,,,,
bgm,play,30010006,,,,,
talk,23,番外個体,,,,,
talk,24,御坂妹,,,,,
talk,25,御坂妹,,,,,
talk,26,番外個体,,,,,
talk,27,打ち止め,,,,,
talk,28,御坂妹,,,,,
talk,29,御坂妹,,,,,
talk,30,御坂妹,,,,,
talk,31,番外個体,,,,,
talk,32,御坂妹,,,,,
talk,33,御坂妹,,,,,
talk,34,番外個体,,,,,
+bgm,play,30010005,,,,,
talk,35,打ち止め,,,,,
talk,36,打ち止め,,,,,
talk,37,番外個体,,,,,
talk,38,御坂妹,,,,,
talk,39,御坂妹,,,,,
talk,40,番外個体,,,,,
talk,41,御坂妹,,,,,
talk,42,御坂妹,,,,,
talk,43,番外個体,,,,,
talk,44,御坂妹,,,,,
talk,45,打ち止め,,,,,
talk,46,番外個体,,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],










