#command,param1,param2,param3,param4,
#,
control,1,
stage,7005003,,,,
bgm,stop,,,,
chara,1000101,上条 当麻,10,
chara,4000101,御坂 美琴,10,
+place,上条 当麻,御坂 美琴,
image,100020707,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010015,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,,,,,
#,,,,,
talk,1,御坂 美琴,,,
+talk,show,1,
#,,,,,
talk,2,御坂 美琴,,,
#,,,,,
talk,3,御坂 美琴,,,
#,,,,,
talk,4,御坂 美琴,,,
#,,,,,
image,100020707,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,5,上条 当麻,,,
#,,,,,
talk,6,御坂 美琴,,,
#,,,,,
talk,7,上条 当麻,,,
#,,,,,
talk,8,上条 当麻,,,
#,,,,,
talk,9,上条 当麻,,,
#,,,,,
image,100020707,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
wait,1,
talk,10,御坂 美琴,,,
#,,,,,
talk,11,御坂 美琴,,,
#,,,,,
talk,12,御坂 美琴,,,
talk,13,御坂 美琴,,,
#,,,,,
talk,14,御坂 美琴,,,
#,,,,,
talk,15,上条 当麻,,,
#,,,,,
talk,16,上条 当麻,,,
image,100020707,4,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
wait,1,
talk,17,御坂 美琴,,,
#,,,,,
talk,18,御坂 美琴,,,
#,,,,,
talk,19,御坂 美琴,,,
talk,20,御坂 美琴,,,
#,,,,,
talk,21,上条 当麻,,,
image,100020703,9,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
wait,1,
talk,22,御坂 美琴,,,
talk,23,御坂 美琴,,,
#,,,,,
focus,on,上条 当麻,
+上条 当麻.facial,13,
+御坂 美琴.facial,11,
シーン05.fade,out,0.5,
wait,1,
talk,24,上条 当麻,,,
talk,25,御坂 美琴,,,
#,,,,,
talk,26,上条 当麻,,,
#,,,,,
bgm,stop,,,,
talk,27,上条 当麻,,,
bgm,play,30010013,,,
#,,,,,
talk,28,御坂 美琴,,,
#,,,,,
talk,29,御坂 美琴,,,
#,,,,,
talk,30,上条 当麻,,,
#,,,,,
talk,31,御坂 美琴,,,
#,,,,,
talk,32,御坂 美琴,,,
#,,,,,
talk,33,御坂 美琴,,,
#,,,,,
image,100020707,5,シーン06,
シーン06.fade,in,0.5,
se,play,0300200000200,,,
wait,1,
talk,34,上条 当麻,,,
#,,,,,
talk,35,御坂 美琴,,,
#,,,,,
talk,36,御坂 美琴,,,
#,,,,,
talk,37,御坂 美琴,,,
#,,,,,
talk,38,御坂 美琴,,,
#,,,,,
image,100020707,6,シーン07,
シーン07.fade,in,0.5,
シーン06.fade,out,0.1,
wait,1,
talk,39,御坂 美琴,,,
talk,40,上条 当麻,,,
talk,41,御坂 美琴,,,
#,,,,,
talk,42,上条 当麻,,,
#,,,,,
talk,43,御坂 美琴,,,
#,,,,,
talk,44,御坂 美琴,,,
#,,,,,
talk,45,上条 当麻,,,
#,,,,,
image,100020707,7,シーン08,
シーン08.fade,in,0.5,
シーン06.fade,out,0.1,
se,play,300200000250,,,
wait,1,
talk,46,御坂 美琴,,,
#,,,,,
talk,47,御坂 美琴,,,
image,100020707,8,シーン09,
シーン09.fade,in,0.5,
シーン08.fade,out,0.1,
wait,1,
talk,48,御坂 美琴,,,
#,,,,,
image,100020707,9,シーン10,
シーン10.fade,in,0.5,
シーン09.fade,out,0.1,
wait,1,
talk,49,御坂 美琴,,,
#,,,,,
image,100020707,10,シーン11,
シーン11.fade,in,0.5,
シーン10.fade,out,0.1,
se,play,300200000210,,,
wait,1,
talk,50,御坂 美琴,,,
#,,,,,
talk,show,0,
image,100020707,11,シーン12,
シーン12.fade,in,0.5,
シーン11.fade,out,0.1,
se,play,300200000200,,,
wait,2,
+シーン12.shake,"(0.10,0)","(10,0)",1,
image,100020707,12,シーン13,
シーン13.fade,in,0.5,
シーン12.fade,out,0.1,
+se,play,300200000510,,,
wait,1,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
