#command,param1,param2,param3,param4,
#,
print,白井黒子 チャプター06,
control,1,
bgm,stop,
stage,5004001,,,,
bgm,play,30010019,1,,
chara,4000102,御坂美琴,10,
chara,1000101,上条当麻,14,
chara,5000102,白井黒子,16,
+place,上条当麻,白井黒子,御坂美琴,
+focus,on,白井黒子,
+白井黒子.fade,out,0.1,
+上条当麻.fade,out,0.1,
+御坂美琴.fade,out,0.1,
+白井黒子.move,5,0.1,
+上条当麻.move,5,0.1,
+御坂美琴.move,5,0.1,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
+se,play,0300200000151,,,
上条当麻.fade,in,0.1,
+上条当麻.move,0,1.0,
白井黒子.fade,in,0.1,
+白井黒子.move,1,1.0,
wait,0.3,
talk,1,白井黒子,,,
+talk,show,1,
talk,2,上条当麻,1000101,,
talk,3,白井黒子,5000102,,
talk,4,上条当麻,1000101,,
talk,5,白井黒子,5000102,,
talk,6,上条当麻,1000101,,
bgm,play,30010013,1,,
talk,7,白井黒子,5000102,,
se,play,300700000590,,,
+白井黒子.fade,out,0.2,
talk,8,上条当麻,1000101,,
+se,play,300700000020,,,
+上条当麻.shake,"(0.5,0)","(7,0)",1,
wait,1.0,
+se,play,300700000040,,,
talk,9,上条当麻,1000101,,
talk,10,白井黒子,5000102,,
+白井黒子.fade,in,0.3,
talk,11,上条当麻,1000101,,
talk,12,上条当麻,1000101,,
talk,13,白井黒子,5000102,,
talk,14,上条当麻,1000101,,
talk,15,上条当麻,1000101,,
talk,16,白井黒子,5000102,,
talk,17,上条当麻,1000101,,
talk,18,白井黒子,5000102,,
talk,19,白井黒子,5000102,,
talk,20,白井黒子,5000102,,
talk,21,上条当麻,1000101,,
talk,22,白井黒子,5000102,,
talk,23,白井黒子,5000102,,
talk,24,白井黒子,5000102,,
talk,25,上条当麻,1000101,,
wait,1.0,
bgm,stop,
御坂美琴.fade,in,0.5,
+御坂美琴.move,2,1.0,
talk,26,御坂美琴,4000101,,
bgm,play,30010010,1,,
talk,27,上条当麻,1000101,,
talk,28,白井黒子,5000102,,
talk,29,御坂美琴,4000101,,
talk,30,白井黒子,5000102,,
talk,31,御坂美琴,4000101,,
talk,32,白井黒子,5000102,,
talk,33,御坂美琴,4000101,,
talk,34,上条当麻,1000101,,
talk,35,白井黒子,5000102,,
talk,36,御坂美琴,4000101,,
talk,37,上条当麻,1000101,,
talk,38,白井黒子,5000102,,
bgm,play,30010006,1,,
talk,39,御坂美琴,4000101,,
talk,40,白井黒子,5000102,,
talk,41,御坂美琴,4000101,,
talk,42,白井黒子,5000102,,
talk,43,上条当麻,1000101,,
talk,44,上条当麻,1000101,,
talk,45,上条当麻,1000101,,
talk,46,御坂美琴,4000101,,
bgm,play,30010004,1,,
talk,47,白井黒子,5000102,,
talk,48,白井黒子,5000102,,
talk,49,御坂美琴,4000101,,
talk,50,白井黒子,5000102,,
talk,51,白井黒子,5000102,,
talk,52,御坂美琴,4000101,,
talk,53,白井黒子,5000102,,
talk,54,上条当麻,1000101,,
talk,55,白井黒子,5000102,,
talk,56,白井黒子,5000102,,
talk,57,白井黒子,5000102,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








