#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020710,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010012,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,,,,,
#,,,,,
talk,1,一方通行,,,
+talk,show,1,
#,,,,,
talk,2,一方通行,,,
#,,,,,
image,100020710,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,3,一方通行,,,
#,,,,,
talk,4,一方通行,,,
#,,,,,
talk,5,御坂妹,,,
#,,,,,
talk,6,御坂妹,,,
#,,,,,
talk,7,一方通行,,,
talk,8,一方通行,,,
#,,,,,
bgm,stop,,,,
image,100020710,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
bgm,play,30010020,,,
wait,1,
+se,play,300200000480,,,
talk,9,上条 当麻,,,
#,,,,,
talk,10,一方通行,,,
#,,,,,
talk,11,上条 当麻,,,
#,,,,,
talk,12,上条 当麻,,,
#,,,,,
talk,13,上条 当麻,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
