#command,param1,param2,param3,param4,
#,
control,1,
stage,5003003,,,,
bgm,stop,,,,
chara,24001001,ステイル,15,
chara,6000901,月詠 小萌,12,
+ステイル.fade,out,0.1,
+place,月詠 小萌,
+focus,on,月詠 小萌,
bgm,play,30010002,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,月詠 小萌,,,
+talk,show,1,
talk,2,月詠 小萌,,,
talk,3,月詠 小萌,,,
talk,show,0,
+月詠 小萌.fade,out,0.5,
+ステイル.fade,out,0.5,
place,月詠 小萌,ステイル,
+月詠 小萌.fade,in,0.5,
+ステイル.fade,in,0.5,
+月詠 小萌.facial,15,
+focus,on,ステイル,
wait,1,
+se,play,300200000480,,,
talk,4,ステイル,,,
+talk,show,1,
talk,5,月詠 小萌,,,
talk,6,ステイル,,,
talk,7,月詠 小萌,,,
talk,8,ステイル,,,
talk,9,月詠 小萌,,,
talk,10,ステイル,,,
bgm,stop,,,,
talk,11,月詠 小萌,,,
bgm,play,30010004,,,
talk,12,ステイル,,,
talk,13,月詠 小萌,,,
talk,14,月詠 小萌,,,
talk,15,ステイル,,,
talk,16,月詠 小萌,,,
talk,17,月詠 小萌,,,
talk,18,ステイル,,,
talk,19,ステイル,,,
talk,20,月詠 小萌,,,
talk,21,ステイル,,,
talk,22,月詠 小萌,,,
talk,23,ステイル,,,
talk,24,月詠 小萌,,,
talk,25,月詠 小萌,,,
talk,26,ステイル,,,
talk,27,月詠 小萌,,,
talk,28,月詠 小萌,,,
talk,29,ステイル,,,
talk,30,月詠 小萌,,,
talk,31,ステイル,,,
talk,32,ステイル,,,
talk,33,月詠 小萌,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
