#command,param1,param2,param3,param4,
#,食欲魔人,
control,1,
chara,2000101,インデックス,12,
chara,1000101,上条当麻,21,
talk,start,
+talk,show,0,
stage,8001004,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010003,1,,
talk,1,インデックス,,,
+talk,show,1,
+インデックス.fade,in,0.5,
+place,インデックス,空白,
talk,2,上条当麻,,,
+上条当麻.fade,in,0.5,
+place,インデックス,上条当麻,
talk,3,インデックス,,,
talk,4,上条当麻,,,
talk,5,インデックス,,,
talk,6,上条当麻,,,
talk,7,インデックス,,,
talk,8,上条当麻,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],







































