#command,param1,param2,param3,param4,
#,
stage,22002001,,,,
control,1,
bgm,stop,
chara,4000801,御坂 美琴,10,
chara,37001001,佐天 涙子,14,
chara,36001001,初春 飾利,10,
chara,10000201,食蜂 操析,22,
chara,5001201,白井 黒子,10,
place,御坂 美琴,白井 黒子,初春 飾利,佐天 涙子,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+focus,on,御坂 美琴,
bgm,play,30010001,,,
wait,0.5,
talk,1,御坂 美琴,,,
+talk,show,1,
talk,2,初春 飾利,,,
talk,3,御坂 美琴,,,
talk,4,白井 黒子,,,
talk,5,佐天 涙子,,,
wait,0.5,
佐天 涙子.fade,out,0.5,
bgm,stop,
talk,6,食蜂 操析,,,
+se,play,300200000480,,,
+食蜂 操析.fade,in,0.5,
+place,御坂 美琴,白井 黒子,初春 飾利,食蜂 操析,
talk,7,御坂 美琴,,,
bgm,play,30010024,,,
talk,8,食蜂 操析,,,
talk,9,御坂 美琴,,,
talk,10,食蜂 操析,,,
talk,11,食蜂 操析,,,
talk,12,御坂 美琴,,,
talk,13,食蜂 操析,,,
talk,14,白井 黒子,,,
talk,15,食蜂 操析,,,
talk,16,御坂 美琴,,,
talk,17,白井 黒子,,,
talk,18,御坂 美琴,,,
talk,19,食蜂 操析,,,
talk,20,御坂 美琴,,,
talk,21,食蜂 操析,,,
bgm,stop,
se,play,300200000022,,,
+食蜂 操析.move,3,5,1,
+食蜂 操析.fade,out,0.5,
wait,1.5,
bgm,play,30010001,,,
talk,22,御坂 美琴,,,
talk,23,佐天 涙子,,,
+佐天 涙子.fade,in,0.5,
+place,御坂 美琴,白井 黒子,初春 飾利,佐天 涙子,
talk,24,初春 飾利,,,
talk,25,佐天 涙子,,,
talk,26,白井 黒子,,,
talk,27,御坂 美琴,,,
talk,28,佐天 涙子,,,
talk,29,御坂 美琴,,,
talk,30,初春 飾利,,,
talk,31,御坂 美琴,,,
talk,32,白井 黒子,,,
talk,33,初春 飾利,,,
talk,34,佐天 涙子,,,
talk,35,御坂 美琴,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
