#command,param1,param2,param3,param4,
#,
print,常盤台中学 Chapter8,
control,1,
bgm,stop,
stage,004001002,,,,
bgm,play,30010019,1,,
chara,55000101,泡浮 万彬,10,
chara,53000101,湾内 絹保,10,
chara,9000101,婚后 光子,10,
chara,5000102,白井 黒子,10,
place,白井 黒子,婚后 光子,湾内 絹保,泡浮 万彬,
+白井 黒子.fade,out,0.1,
+婚后 光子.fade,out,0.1,
+湾内 絹保.fade,out,0.1,
+泡浮 万彬.fade,out,0.1,
talk,start,
+talk,show,0,
+se,play,0300200000141,,,
+fade,in,1.0,#000000,0,
白井 黒子.fade,in,0.5,
+talk,1,白井 黒子,,,
+talk,show,1,
婚后 光子.fade,in,0.5,
+talk,2,婚后 光子,,,
talk,3,白井 黒子,,,
talk,4,白井 黒子,,,
talk,5,婚后 光子,,,
talk,6,白井 黒子,,,
talk,7,白井 黒子,,,
talk,8,婚后 光子,,,
bgm,play,30010024,1,,
湾内 絹保.fade,in,0.5,
+talk,9,湾内 絹保,,,
泡浮 万彬.fade,in,0.5,
+talk,10,泡浮 万彬,,,
talk,11,婚后 光子,,,
talk,12,婚后 光子,,,
talk,13,白井 黒子,,,
talk,14,湾内 絹保,,,
talk,15,白井 黒子,,,
talk,16,白井 黒子,,,
talk,17,婚后 光子,,,
talk,18,湾内 絹保,,,
talk,19,泡浮 万彬,,,
talk,20,湾内 絹保,,,
talk,21,婚后 光子,,,
talk,22,泡浮 万彬,,,
bgm,play,30010006,1,,
talk,23,湾内 絹保,,,
talk,24,婚后 光子,,,
+婚后 光子.shake,"(0.1,0)","(10,0)",1,
talk,25,泡浮 万彬,,,
talk,26,婚后 光子,,,
+婚后 光子.shake,"(0.1,0)","(10,0)",1,
talk,27,湾内 絹保,,,
talk,28,婚后 光子,,,
talk,29,白井 黒子,,,
talk,30,婚后 光子,,,
talk,31,白井 黒子,,,
bgm,stop,
talk,32,婚后 光子,,,
+婚后 光子.shake,"(0.1,0)","(10,0)",1,
bgm,play,30010005,1,,
talk,33,湾内 絹保,,,
talk,34,泡浮 万彬,,,
talk,35,白井 黒子,,,
talk,36,湾内 絹保,,,
talk,37,白井 黒子,,,
talk,38,湾内たち,,,
+湾内 絹保.facial,15,
+泡浮 万彬.facial,15,
+focus,on,湾内 絹保,泡浮 万彬,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








