#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020608,8,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010012,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,,,,,
#,,,,,
talk,1,？？？,,,
+talk,show,1,
#,,,,,
talk,2,？？？,,,
#,,,,,
talk,3,？？？,,,
#,,,,,
talk,4,？？？,,,
#,,,,,
talk,5,？？？,,,
#,,,,,
bgm,stop,,,,
image,100020609,1,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
se,play,300200000102,,,
bgm,play,30010014,,,
wait,1,
talk,6,御坂 美琴,,,
#,,,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
