#command,param1,param2,param3,param4,
#,チャプター13：面白い依頼？,
control,1,
chara,11000101,麦野 沈利,10,
chara,19000101,フレンダ,10,
place,麦野 沈利,フレンダ,
+麦野 沈利.fade,out,0.1,
+フレンダ.fade,out,0.1,
talk,start,
+talk,show,0,
stage,010001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,030010001,,,
talk,1,麦野 沈利,,,
+talk,show,1,
+麦野 沈利.fade,in,0.5,
se,play,300100000030,,,
talk,2,フレンダ,,,
+フレンダ.fade,in,0.5,
talk,3,麦野 沈利,,,
talk,4,フレンダ,,,
talk,5,麦野 沈利,,,
talk,6,麦野 沈利,,,
talk,7,フレンダ,,,
talk,8,麦野 沈利,,,
talk,9,フレンダ,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],







































