#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020614,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010009,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
se,play,300600000170,,,
#,,,,,
#,,,,,
talk,1,麦野 沈利,,,
+talk,show,1,
#,,,,,
talk,2,電話の女,,,
#,,,,,
talk,3,電話の女,,,
#,,,,,
talk,4,絹旗 最愛,,,
#,,,,,
talk,5,絹旗 最愛,,,
talk,6,電話の女,,,
#,,,,,
talk,7,フレンダ,,,
#,,,,,
talk,8,電話の女,,,
talk,9,電話の女,,,
talk,10,フレンダ,,,
#,,,,,
talk,11,滝壺 理后,,,
#,,,,,
talk,12,麦野 沈利,,,
#,,,,,
image,100020614,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,13,フレンダ,,,
talk,14,麦野 沈利,,,
talk,15,絹旗 最愛,,,
#,,,,,
talk,16,フレンダ,,,
talk,17,麦野たち,,,
#,,,,,
talk,18,麦野 沈利,,,
#,,,,,
talk,19,麦野 沈利,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
