#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,32000101,ルチア,10,,
chara,31000101,アニェーゼ,10,,
talk,start,,,,
+talk,show,0,,,
place,アニェーゼ,ルチア,,,
+ルチア.fade,out,0.1,,,
+アニェーゼ.fade,out,0.1,,,
stage,021001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010001,1,,
# 会話開始,
talk,1,アニェーゼ,,,
+talk,show,1,
+アニェーゼ.fade,in,0.5,
talk,2,ルチア,,,
+ルチア.fade,in,0.5,
talk,3,アニェーゼ,,,
talk,4,アニェーゼ,,,
talk,5,ルチア,,,
bgm,stop,
ルチア.move,1,0,0.5,
se,play,0300400000320,,,
ルチア.move,0,1,0.5,
talk,6,アニェーゼ,,,
+アニェーゼ.shake,"(0.10,0)","(10,0)",1,
+bgm,play,30010005,1,,
talk,7,ルチア,,,
talk,8,アニェーゼ,,,
talk,9,アニェーゼ,,,
talk,10,ルチア,,,
talk,11,アニェーゼ,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































