#command,param1,param2,param3,param4,
#,
stage,014001004,,,,
control,1,
bgm,stop,
chara,36000101,初春 飾利,10,
chara,5000102,白井 黒子,14,
chara,35000101,固法 美偉,10,
place,白井 黒子,固法 美偉,初春 飾利,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+focus,on,固法 美偉,
bgm,play,30010009,,,
wait,0.5,
talk,1,固法 美偉,,,
+talk,show,1,
talk,2,初春 飾利,,,
talk,3,初春 飾利,,,
talk,4,白井 黒子,,,
talk,5,初春 飾利,,,
talk,6,白井 黒子,,,
talk,7,初春 飾利,,,
talk,8,白井 黒子,,,
talk,9,初春 飾利,,,
talk,10,白井 黒子,,,
talk,11,固法 美偉,,,
bgm,stop,
talk,12,初春 飾利,,,
talk,13,白井 黒子,,,
bgm,play,30010006,,,
talk,14,初春 飾利,,,
talk,15,初春 飾利,,,
talk,16,白井 黒子,,,
talk,17,初春 飾利,,,
talk,18,白井 黒子,,,
talk,19,白井 黒子,,,
talk,20,初春 飾利,,,
talk,21,白井 黒子,,,
talk,22,白井 黒子,,,
+白井 黒子.effect,ef_com_00000_001_007_00,"(100,-350)",2,0,
+白井 黒子.shake,"(0.10,0)","(10,0)",1,
wait,1,
talk,23,固法 美偉,,,
talk,24,白井 黒子,,,
bgm,play,30010009,,,
talk,25,固法 美偉,,,
talk,26,固法 美偉,,,
talk,27,白井 黒子,,,
talk,28,固法 美偉,,,
talk,29,白井 黒子,,,
talk,30,白井 黒子,,,
se,play,300700000590,,,
+白井 黒子.fade,out,0.3,
wait,1,
talk,31,初春 飾利,,,
talk,32,固法 美偉,,,
se,play,300200000012,,,
+固法 美偉.move,1,0,1,
wait,1,
talk,33,初春 飾利,,,
talk,34,固法 美偉,,,
talk,35,固法 美偉,,,
wait,1,
白井 黒子.effect,delete,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
