#command,param1,param2,param3,param4,
#,
stage,7005003,,,,
control,1,
bgm,stop,
chara,1000501,上条 当麻,10,
chara,102000301,削板 軍覇,11,
place,削板 軍覇,
+focus,on,削板 軍覇,
bgm,play,30010002,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,削板 軍覇,,,
+talk,show,1,
talk,2,削板 軍覇,,,
talk,3,削板 軍覇,,,
talk,4,削板 軍覇,,,
talk,5,削板 軍覇,,,
talk,6,削板 軍覇,,,
talk,7,削板 軍覇,
bgm,stop,
削板 軍覇.fade,out,0.5,
bgm,play,30010001,,,
talk,8,上条 当麻,,,
+se,play,300200000480,,,
+削板 軍覇.fade,in,0.5,
+削板 軍覇.fade,in,0.5,
+place,削板 軍覇,上条 当麻,
talk,9,削板 軍覇,,,
talk,10,上条 当麻,,,
talk,11,削板 軍覇,,,
talk,12,上条 当麻,,,
talk,13,削板 軍覇,,,
talk,14,削板 軍覇,,,
+削板 軍覇.shake,"(0.10,0)","(10,0)",1,
talk,15,上条 当麻,,,
talk,16,削板 軍覇,,,
talk,17,削板 軍覇,,,
talk,18,上条 当麻,,,
talk,19,上条 当麻,,,
talk,20,削板 軍覇,,,
talk,21,削板 軍覇,,,
talk,22,上条 当麻,,,
talk,23,削板 軍覇,,,
talk,24,上条 当麻,,,
talk,25,上条 当麻,,,
talk,26,削板 軍覇,,,
talk,27,削板 軍覇,,,
talk,28,削板 軍覇,,,
bgm,play,30010004,,,
talk,29,上条 当麻,,,
talk,30,削板 軍覇,,,
talk,31,削板 軍覇,,,
talk,32,上条 当麻,,,
talk,33,上条 当麻,,,
talk,34,削板 軍覇,,,
talk,35,上条 当麻,,,
talk,36,削板 軍覇,,,
talk,37,上条 当麻,,,
talk,38,削板 軍覇,,,
talk,39,上条 当麻,,,
talk,40,削板 軍覇,,,
talk,41,削板 軍覇,,,
talk,42,上条 当麻,,,
talk,43,削板 軍覇,,,
talk,44,上条 当麻,,,
talk,45,削板 軍覇,,,
talk,46,上条 当麻,,,
talk,47,上条 当麻,,,
talk,48,削板 軍覇,,,
talk,49,削板 軍覇,,,
talk,50,上条 当麻,,,
talk,51,上条 当麻,,,
bgm,stop,
talk,52,削板 軍覇,,,
bgm,play,30010005,,,
talk,53,上条 当麻,,,
+上条 当麻.shake,"(0.10,0)","(10,0)",1,
talk,54,削板 軍覇,,,
talk,55,削板 軍覇,,,
talk,56,上条 当麻,,,
talk,57,削板 軍覇,,,
talk,58,上条 当麻,,,
se,play,300200000102,,,
+上条 当麻.move,1,5,0.5,
+上条 当麻.fade,out,0.5,
wait,2,
talk,59,削板 軍覇,,,
se,play,300200000102,,,
+削板 軍覇.move,0,5,0.5,
+削板 軍覇.fade,out,0.5,
wait,1,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],









































