#command,param1,param2,param3,param4,
#,
stage,7017003,,,,
control,1,
bgm,stop,
chara,11000401,麦野 沈利,10,
chara,19000401,フレンダ,11,
chara,20000401,滝壺 理后,10,
chara,18000401,絹旗 最愛,10,
place,麦野 沈利,絹旗 最愛,フレンダ,滝壺 理后,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+focus,on,フレンダ,
bgm,play,30010001,,,
wait,0.5,
talk,1,フレンダ,,,
+talk,show,1,
talk,2,絹旗 最愛,,,
bgm,stop,
talk,3,麦野 沈利,,,
+se,play,300100000310,,,
talk,4,滝壺 理后,,,
bgm,play,30010011,,,
talk,5,麦野 沈利,,,
talk,6,フレンダ,,,
talk,7,麦野 沈利,,,
talk,8,フレンダ,,,
talk,9,絹旗 最愛,,,
talk,10,滝壺 理后,,,
bgm,stop,
talk,11,滝壺 理后,,,
talk,12,滝壺 理后,,,
bgm,play,30010022,,,
se,play,300300000350,,,
talk,13,フレンダ,,,
talk,14,麦野 沈利,,,
talk,15,絹旗 最愛,,,
talk,16,フレンダ,,,
talk,17,麦野 沈利,,,
talk,18,絹旗 最愛,,,
talk,19,滝壺 理后,,,
talk,20,麦野 沈利,,,
talk,21,麦野 沈利,,,
talk,22,絹旗 最愛,,,
talk,23,滝壺 理后,,,
talk,24,フレンダ,,,
talk,25,フレンダ,,,
talk,26,麦野 沈利,,,
talk,27,麦野 沈利,,,
talk,28,滝壺 理后,,,
talk,29,滝壺 理后,,,
talk,30,フレンダ,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
