#command,param1,param2,param3,param4,
#,
stage,30001001,,,,
control,1,
bgm,stop,
chara,1001101,上条 当麻,10,
chara,10000701,食蜂 操祈,14,
+talk,start,
+talk,show,0,
+place,食蜂 操祈,上条 当麻,
+focus,on,上条 当麻,
bgm,play,30010002,,,
fade,in,1,#000000,0,
talk,1,上条 当麻,,,
+talk,show,1,
talk,2,食蜂 操祈,,,
talk,3,上条 当麻,,,
talk,4,食蜂 操祈,,,
talk,5,上条 当麻,,,
talk,6,食蜂 操祈,,,
talk,7,食蜂 操祈,,,
talk,8,食蜂 操祈,,,
talk,9,上条 当麻,,,
talk,10,食蜂 操祈,,,
talk,11,上条 当麻,,,
talk,12,上条 当麻,,,
talk,13,食蜂 操祈,,,
talk,14,上条 当麻,,,
talk,15,上条 当麻,,,
talk,16,食蜂 操祈,,,
talk,17,上条 当麻,,,
talk,18,食蜂 操祈,,,
talk,19,上条 当麻,,,
talk,20,食蜂 操祈,,,
talk,21,上条 当麻,,,
talk,22,食蜂 操祈,,,
talk,23,上条 当麻,,,
talk,24,食蜂 操祈,,,
talk,25,上条 当麻,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
